merchant_id,active_days,mean_daily_tx,max_daily_tx,std_daily_tx,spike_ratio,exact_timestamp_collisions,is_mule,network_id,mule_type
M0048,30,1.2,3,0.6102571532587293,2.5,0,0,,
M0049,3,1.0,1,0.0,1.0,0,0,,
M0050,18,1.1111111111111112,2,0.3233808333817773,1.7999999999999998,0,0,,
M0051,6,1.0,1,0.0,1.0,0,0,,
M0052,4,1.0,1,0.0,1.0,0,0,,
M0053,15,1.0666666666666667,2,0.2581988897471611,1.875,0,1,N003,CUSTOMER_OVERLAP
M0054,5,1.2,2,0.4472135954999579,1.6666666666666667,0,0,,
M0055,5,1.0,1,0.0,1.0,0,0,,
M0056,9,1.0,1,0.0,1.0,0,0,,
M0057,9,1.1111111111111112,2,0.3333333333333333,1.7999999999999998,0,1,N008,TEMPORAL_COORDINATION
M0058,11,1.0909090909090908,2,0.30151134457776363,1.8333333333333335,0,0,,
M0059,5,1.2,2,0.4472135954999579,1.6666666666666667,0,0,,
M0060,3,1.0,1,0.0,1.0,0,0,,
M0061,16,1.0,1,0.0,1.0,0,0,,
M0062,5,1.2,2,0.4472135954999579,1.6666666666666667,0,0,,
M0063,2,1.0,1,0.0,1.0,0,0,,
M0064,3,1.0,1,0.0,1.0,0,0,,
M0065,20,1.1,2,0.3077935056255462,1.8181818181818181,0,0,,
M0066,13,1.1538461538461537,3,0.5547001962252291,2.6,0,0,,
M0067,7,1.0,1,0.0,1.0,0,0,,
M0068,4,1.0,1,0.0,1.0,0,0,,
M0069,14,1.1428571428571428,2,0.3631365196012814,1.75,0,0,,
M0070,1,1.0,1,,1.0,0,0,,
M0071,26,1.1923076923076923,2,0.40191847623425025,1.6774193548387097,0,0,,
M0072,2,1.0,1,0.0,1.0,0,0,,
M0073,3,1.0,1,0.0,1.0,0,0,,
M0074,6,1.0,1,0.0,1.0,0,0,,
M0075,60,1.6333333333333333,4,0.7804098589988459,2.4489795918367347,0,0,,
M0076,41,1.4390243902439024,4,0.743262419600402,2.7796610169491527,0,0,,
M0077,14,1.1428571428571428,2,0.36313651960128146,1.75,0,0,,
M0078,11,1.0909090909090908,2,0.30151134457776363,1.8333333333333335,0,0,,
M0079,1,1.0,1,,1.0,0,0,,
M0080,12,1.0,1,0.0,1.0,0,0,,
M0081,1,1.0,1,,1.0,0,0,,
M0082,4,1.0,1,0.0,1.0,0,0,,
M0083,15,1.0,1,0.0,1.0,0,0,,
M0084,8,1.0,1,0.0,1.0,0,0,,
M0085,22,1.0909090909090908,2,0.29424494316824984,1.8333333333333335,0,0,,
M0086,1,1.0,1,,1.0,0,0,,
M0087,11,1.0,1,0.0,1.0,0,0,,
M0088,3,1.0,1,0.0,1.0,0,0,,
M0089,6,1.3333333333333333,2,0.5163977794943223,1.5,0,0,,
M0090,14,1.2142857142857142,2,0.42581531362632,1.647058823529412,0,0,,
M0091,3,1.0,1,0.0,1.0,0,0,,
M0092,16,1.125,2,0.34156502553198664,1.7777777777777777,0,1,N010,SHARED_SETTLEMENT
M0093,11,1.0,1,0.0,1.0,0,1,N010,SHARED_SETTLEMENT
M0094,3,1.0,1,0.0,1.0,0,0,,
M0095,6,1.0,1,0.0,1.0,0,0,,
M0096,8,1.0,1,0.0,1.0,0,0,,
M0097,3,1.0,1,0.0,1.0,0,0,,
M0098,16,1.0,1,0.0,1.0,0,0,,
M0099,5,1.0,1,0.0,1.0,0,0,,
M0100,6,1.0,1,0.0,1.0,0,0,,
M0101,43,1.3953488372093024,4,0.6948632919235996,2.8666666666666667,0,0,,
M0102,13,1.0769230769230769,2,0.2773500981126145,1.8571428571428572,0,0,,
M0103,4,1.0,1,0.0,1.0,0,0,,
M0104,13,1.2307692307692308,3,0.5991446895152781,2.4375,0,0,,
M0105,6,1.0,1,0.0,1.0,0,0,,
M0106,5,1.0,1,0.0,1.0,0,0,,
M0107,5,1.0,1,0.0,1.0,0,0,,
M0108,2,1.0,1,0.0,1.0,0,0,,
M0109,12,1.1666666666666667,2,0.3892494720807615,1.7142857142857142,0,0,,
M0110,3,1.0,1,0.0,1.0,0,0,,
M0111,11,1.0,1,0.0,1.0,0,0,,
M0112,6,1.0,1,0.0,1.0,0,0,,
M0113,86,3.0813953488372094,7,1.7026976262878701,2.271698113207547,0,1,N006,SHARED_SETTLEMENT
M0114,2,1.0,1,0.0,1.0,0,0,,
M0115,1,1.0,1,,1.0,0,0,,
M0117,19,1.105263157894737,2,0.3153017676423058,1.8095238095238093,0,0,,
M0118,32,1.125,2,0.3360107525161235,1.7777777777777777,0,0,,
M0119,6,1.0,1,0.0,1.0,0,0,,
M0120,27,1.2962962962962963,3,0.5417077564954127,2.3142857142857145,0,0,,
M0121,24,1.125,2,0.3378319623460881,1.7777777777777777,0,0,,
M0122,7,1.0,1,0.0,1.0,0,0,,
M0123,9,1.0,1,0.0,1.0,0,1,N004,TEMPORAL_COORDINATION
M0124,8,1.0,1,0.0,1.0,0,0,,
M0125,23,1.173913043478261,2,0.3875533878815898,1.7037037037037035,0,1,N004,TEMPORAL_COORDINATION
M0126,15,1.1333333333333333,2,0.35186577527449847,1.7647058823529411,0,0,,
M0127,8,1.0,1,0.0,1.0,0,0,,
M0128,5,1.0,1,0.0,1.0,0,0,,
M0129,49,1.6122448979591837,4,0.8117965295824914,2.481012658227848,0,0,,
M0130,13,1.0769230769230769,2,0.2773500981126146,1.8571428571428572,0,0,,
M0131,24,1.2083333333333333,2,0.41485111699905347,1.6551724137931036,0,0,,
M0132,20,1.2,2,0.41039134083406165,1.6666666666666667,0,0,,
M0133,19,1.263157894736842,3,0.5619514869490163,2.375,0,0,,
M0134,8,1.0,1,0.0,1.0,0,1,N004,TEMPORAL_COORDINATION
M0135,18,1.0,1,0.0,1.0,0,0,,
M0136,27,1.0740740740740742,2,0.26688025634181195,1.862068965517241,0,1,N006,SHARED_SETTLEMENT
M0137,14,1.0,1,0.0,1.0,0,0,,
M0138,7,1.0,1,0.0,1.0,0,0,,
M0139,12,1.0833333333333333,2,0.28867513459481287,1.8461538461538463,0,0,,
M0140,7,1.1428571428571428,2,0.3779644730092272,1.75,0,0,,
M0141,11,1.0909090909090908,2,0.30151134457776363,1.8333333333333335,0,0,,
M0142,80,2.275,5,1.340460906941331,2.197802197802198,0,0,,
M0143,2,1.0,1,0.0,1.0,0,0,,
M0144,23,1.0869565217391304,2,0.2881040655200304,1.84,0,0,,
M0145,8,1.0,1,0.0,1.0,0,0,,
M0146,34,1.3529411764705883,4,0.7337059497355612,2.9565217391304346,0,0,,
M0147,75,2.12,6,1.0261447134653927,2.830188679245283,0,0,,
M0148,3,1.0,1,0.0,1.0,0,0,,
M0149,3,1.0,1,0.0,1.0,0,0,,
M0150,11,1.0909090909090908,2,0.30151134457776363,1.8333333333333335,0,1,N007,CUSTOMER_OVERLAP
M0151,6,1.0,1,0.0,1.0,0,0,,
M0152,20,1.0,1,0.0,1.0,0,0,,
M0153,11,1.0,1,0.0,1.0,0,0,,
M0154,18,1.0,1,0.0,1.0,0,0,,
M0155,2,1.0,1,0.0,1.0,0,0,,
M0156,2,1.0,1,0.0,1.0,0,0,,
M0157,5,1.0,1,0.0,1.0,0,0,,
M0159,39,1.2564102564102564,3,0.49831023511298017,2.3877551020408165,0,0,,
M0161,4,1.0,1,0.0,1.0,0,0,,
M0162,8,1.125,2,0.3535533905932738,1.7777777777777777,0,1,N009,SHARED_INFRASTRUCTURE
M0163,6,1.1666666666666667,2,0.408248290463863,1.7142857142857142,0,0,,
M0164,2,1.0,1,0.0,1.0,0,0,,
M0165,60,1.4,3,0.6161663873899261,2.142857142857143,0,0,,
M0166,4,1.0,1,0.0,1.0,0,0,,
M0167,31,1.2903225806451613,3,0.5287436926083546,2.325,0,0,,
M0168,7,1.1428571428571428,2,0.3779644730092272,1.75,0,0,,
M0169,47,1.5319148936170213,4,0.7474904050507426,2.611111111111111,0,0,,
M0170,21,1.0952380952380953,2,0.30079260375911915,1.826086956521739,0,0,,
M0171,5,1.0,1,0.0,1.0,0,0,,
M0172,5,1.0,1,0.0,1.0,0,0,,
M0173,22,1.0454545454545454,2,0.21320071635561041,1.9130434782608696,0,0,,
M0174,21,1.2857142857142858,2,0.46291004988627565,1.5555555555555554,0,0,,
M0175,4,1.0,1,0.0,1.0,0,0,,
M0176,56,1.6607142857142858,4,0.9587261570207858,2.4086021505376345,0,0,,
M0177,5,1.0,1,0.0,1.0,0,0,,
M0178,5,1.0,1,0.0,1.0,0,0,,
M0179,7,1.0,1,0.0,1.0,0,0,,
M0180,1,1.0,1,,1.0,0,0,,
M0181,5,1.0,1,0.0,1.0,0,0,,
M0182,3,1.0,1,0.0,1.0,0,0,,
M0183,2,1.0,1,0.0,1.0,0,0,,
M0184,4,1.0,1,0.0,1.0,0,0,,
M0185,24,1.0,1,0.0,1.0,0,0,,
M0186,4,1.0,1,0.0,1.0,0,0,,
M0187,7,1.0,1,0.0,1.0,0,0,,
M0188,4,1.25,2,0.5,1.6,0,0,,
M0189,24,1.0833333333333333,2,0.28232985128663995,1.8461538461538463,0,0,,
M0190,10,1.2,2,0.4216370213557839,1.6666666666666667,0,0,,
M0191,8,1.0,1,0.0,1.0,0,0,,
M0192,4,1.0,1,0.0,1.0,0,0,,
M0193,4,1.0,1,0.0,1.0,0,0,,
M0194,4,1.0,1,0.0,1.0,0,0,,
M0195,33,1.2121212121212122,2,0.4151487502672806,1.65,0,0,,
M0196,20,1.0,1,0.0,1.0,0,1,N010,SHARED_SETTLEMENT
M0197,5,1.0,1,0.0,1.0,0,0,,
M0198,2,1.5,2,0.7071067811865476,1.3333333333333333,0,0,,
M0199,9,1.1111111111111112,2,0.3333333333333333,1.7999999999999998,0,0,,
M0200,4,1.0,1,0.0,1.0,0,0,,
M0201,13,1.1538461538461537,2,0.3755338080994054,1.7333333333333334,0,0,,
M0202,8,1.0,1,0.0,1.0,0,0,,
M0203,51,1.7647058823529411,5,1.0116963041173501,2.8333333333333335,0,0,,
M0204,32,1.21875,3,0.4908435793150795,2.4615384615384617,0,0,,
M0205,32,1.40625,3,0.6148367210474559,2.1333333333333333,0,1,N005,SHARED_INFRASTRUCTURE
M0206,20,1.1,2,0.30779350562554625,1.8181818181818181,0,0,,
M0207,6,1.0,1,0.0,1.0,0,0,,
M0208,21,1.2380952380952381,3,0.5389584311207967,2.423076923076923,0,0,,
M0209,5,1.0,1,0.0,1.0,0,0,,
M0210,38,1.394736842105263,4,0.7180858069712435,2.867924528301887,0,1,N002,SHARED_SETTLEMENT
M0211,11,1.0909090909090908,2,0.30151134457776363,1.8333333333333335,0,1,N008,TEMPORAL_COORDINATION
M0212,14,1.1428571428571428,2,0.3631365196012815,1.75,0,1,N004,TEMPORAL_COORDINATION
M0213,11,1.0,1,0.0,1.0,0,0,,
M0214,50,1.28,3,0.5360475154083918,2.34375,0,0,,
M0215,1,1.0,1,,1.0,0,0,,
M0216,52,1.4807692307692308,3,0.6712699294995844,2.0259740259740258,0,0,,
M0217,11,1.0909090909090908,2,0.30151134457776363,1.8333333333333335,0,1,N001,SHARED_INFRASTRUCTURE
M0218,5,1.0,1,0.0,1.0,0,0,,
M0219,4,1.0,1,0.0,1.0,0,0,,
M0220,1,1.0,1,,1.0,0,0,,
M0221,22,1.0909090909090908,2,0.29424494316824984,1.8333333333333335,0,0,,
M0222,2,1.0,1,0.0,1.0,0,0,,
M0223,10,1.0,1,0.0,1.0,0,0,,
M0224,30,1.3,3,0.5349830806219241,2.3076923076923075,0,0,,
M0225,5,1.0,1,0.0,1.0,0,0,,
M0226,7,1.0,1,0.0,1.0,0,0,,
M0227,2,1.0,1,0.0,1.0,0,0,,
M0228,7,1.1428571428571428,2,0.3779644730092272,1.75,0,0,,
M0229,74,2.0135135135135136,5,1.0662087904094535,2.483221476510067,0,0,,
M0230,19,1.1578947368421053,2,0.37463432463267754,1.7272727272727273,0,0,,
M0231,7,1.0,1,0.0,1.0,0,0,,
M0232,3,1.0,1,0.0,1.0,0,0,,
M0233,11,1.1818181818181819,2,0.40451991747794525,1.6923076923076923,0,0,,
M0234,15,1.2666666666666666,3,0.5936168397046636,2.368421052631579,0,1,N003,CUSTOMER_OVERLAP
M0235,7,1.0,1,0.0,1.0,0,0,,
M0236,15,1.2,2,0.4140393356054125,1.6666666666666667,0,0,,
M0237,2,1.0,1,0.0,1.0,0,0,,
M0238,6,1.1666666666666667,2,0.408248290463863,1.7142857142857142,0,0,,
M0239,22,1.0454545454545454,2,0.21320071635561041,1.9130434782608696,0,0,,
M0241,19,1.0526315789473684,2,0.22941573387056174,1.9000000000000001,0,0,,
M0242,8,1.0,1,0.0,1.0,0,1,N006,SHARED_SETTLEMENT
M0243,1,1.0,1,,1.0,0,0,,
M0244,9,1.0,1,0.0,1.0,0,1,N005,SHARED_INFRASTRUCTURE
M0245,2,1.0,1,0.0,1.0,0,0,,
M0246,26,1.0769230769230769,2,0.27174648819470304,1.8571428571428572,0,0,,
M0247,8,1.0,1,0.0,1.0,0,0,,
M0248,56,1.5,3,0.6875516509523286,2.0,0,0,,
M0249,31,1.1290322580645162,2,0.3407771005482389,1.7714285714285714,0,0,,
M0250,4,1.0,1,0.0,1.0,0,0,,
M0251,4,1.0,1,0.0,1.0,0,0,,
M0252,8,1.0,1,0.0,1.0,0,0,,
M0253,1,1.0,1,,1.0,0,0,,
M0254,56,1.3571428571428572,3,0.6158090444454184,2.2105263157894735,0,0,,
M0255,6,1.3333333333333333,2,0.5163977794943222,1.5,0,0,,
M0256,26,1.0384615384615385,2,0.19611613513818402,1.9259259259259258,0,0,,
M0257,11,1.0,1,0.0,1.0,0,0,,
M0258,10,1.1,2,0.31622776601683794,1.8181818181818181,0,0,,
M0259,11,1.0909090909090908,2,0.30151134457776363,1.8333333333333335,0,0,,
M0260,25,1.12,2,0.33166247903553997,1.7857142857142856,0,0,,
M0261,9,1.2222222222222223,2,0.44095855184409843,1.6363636363636362,0,1,N008,TEMPORAL_COORDINATION
M0262,1,1.0,1,,1.0,0,0,,
M0263,44,1.4090909090909092,4,0.7569271360030362,2.8387096774193545,0,0,,
M0264,6,1.0,1,0.0,1.0,0,0,,
M0265,3,1.0,1,0.0,1.0,0,0,,
M0267,19,1.0,1,0.0,1.0,0,0,,
M0268,10,1.2,2,0.42163702135578396,1.6666666666666667,0,0,,
M0269,12,1.0,1,0.0,1.0,0,0,,
M0270,4,1.0,1,0.0,1.0,0,0,,
M0271,6,1.1666666666666667,2,0.408248290463863,1.7142857142857142,0,0,,
M0272,7,1.1428571428571428,2,0.3779644730092272,1.75,0,0,,
M0273,16,1.1875,2,0.40311288741492757,1.6842105263157894,0,0,,
M0274,27,1.1111111111111112,2,0.32025630761017426,1.7999999999999998,0,0,,
M0275,5,1.0,1,0.0,1.0,0,0,,
M0276,17,1.1764705882352942,2,0.3929526239966879,1.7,0,0,,
M0277,11,1.0,1,0.0,1.0,0,1,N001,SHARED_INFRASTRUCTURE
M0278,25,1.12,2,0.33166247903553997,1.7857142857142856,0,0,,
M0279,13,1.1538461538461537,3,0.554700196225229,2.6,0,1,N005,SHARED_INFRASTRUCTURE
M0280,5,1.0,1,0.0,1.0,0,0,,
M0281,11,1.0,1,0.0,1.0,0,0,,
M0282,3,1.3333333333333333,2,0.5773502691896258,1.5,0,0,,
M0283,3,1.0,1,0.0,1.0,0,0,,
M0284,1,1.0,1,,1.0,0,0,,
M0285,8,1.0,1,0.0,1.0,0,0,,
M0286,39,1.435897435897436,3,0.6405126152203484,2.0892857142857144,0,1,N006,SHARED_SETTLEMENT
M0287,7,1.0,1,0.0,1.0,0,0,,
M0288,21,1.0952380952380953,2,0.3007926037591192,1.826086956521739,0,0,,
M0289,70,1.7428571428571429,4,0.8794878991795807,2.2950819672131146,0,0,,
M0290,11,1.1818181818181819,3,0.6030226891555273,2.5384615384615383,0,0,,
M0291,12,1.0,1,0.0,1.0,0,0,,
M0292,4,1.25,2,0.5,1.6,0,0,,
M0293,11,1.0,1,0.0,1.0,0,0,,
M0294,4,1.5,3,1.0,2.0,0,0,,
M0295,7,1.1428571428571428,2,0.3779644730092272,1.75,0,0,,
M0296,34,1.088235294117647,2,0.28790224128123665,1.837837837837838,0,0,,
M0297,62,1.7903225806451613,5,0.9432607687391709,2.7927927927927927,0,1,N006,SHARED_SETTLEMENT
M0298,3,1.0,1,0.0,1.0,0,0,,
M0299,3,1.0,1,0.0,1.0,0,0,,
M0300,3,1.3333333333333333,2,0.5773502691896258,1.5,0,0,,
M0301,13,1.0,1,0.0,1.0,0,0,,
M0302,35,1.0571428571428572,2,0.23550410797680274,1.8918918918918919,0,0,,
M0303,80,2.4875,14,1.9026547076936637,5.628140703517588,0,1,N001,SHARED_INFRASTRUCTURE
M0304,21,1.0952380952380953,2,0.30079260375911926,1.826086956521739,0,0,,
M0305,7,1.0,1,0.0,1.0,0,0,,
M0306,20,1.0,1,0.0,1.0,0,0,,
M0307,7,1.0,1,0.0,1.0,0,0,,
M0308,15,1.0,1,0.0,1.0,0,0,,
M0309,11,1.0,1,0.0,1.0,0,0,,
M0310,1,1.0,1,,1.0,0,0,,
M0311,7,1.1428571428571428,2,0.3779644730092272,1.75,0,0,,
M0312,11,1.1818181818181819,2,0.40451991747794525,1.6923076923076923,0,0,,
M0313,24,1.375,7,1.2445533509971602,5.090909090909091,0,0,,
M0314,5,1.0,1,0.0,1.0,0,0,,
M0315,1,1.0,1,,1.0,0,0,,
M0316,4,1.0,1,0.0,1.0,0,0,,
M0317,2,1.0,1,0.0,1.0,0,0,,
M0318,13,1.0,1,0.0,1.0,0,0,,
M0319,17,1.1764705882352942,2,0.3929526239966878,1.7,0,1,N010,SHARED_SETTLEMENT
M0320,9,1.0,1,0.0,1.0,0,0,,
M0321,17,1.1764705882352942,2,0.3929526239966879,1.7,0,0,,
M0322,2,1.0,1,0.0,1.0,0,0,,
M0323,6,1.3333333333333333,2,0.5163977794943222,1.5,0,0,,
M0324,5,1.4,2,0.5477225575051661,1.4285714285714286,0,0,,
M0325,33,1.0909090909090908,2,0.29193710406057116,1.8333333333333335,0,0,,
M0326,21,1.1428571428571428,3,0.4780914437337575,2.625,0,0,,
M0327,23,1.173913043478261,2,0.3875533878815899,1.7037037037037035,0,1,N001,SHARED_INFRASTRUCTURE
M0328,38,1.1578947368421053,3,0.4365909576432783,2.590909090909091,0,0,,
M0329,7,1.0,1,0.0,1.0,0,0,,
M0330,33,1.2727272727272727,2,0.4522670168666455,1.5714285714285714,0,1,N010,SHARED_SETTLEMENT
M0331,12,1.0,1,0.0,1.0,0,0,,
M0332,3,1.0,1,0.0,1.0,0,0,,
M0333,26,1.1538461538461537,2,0.3679464844031199,1.7333333333333334,0,0,,
M0334,1,1.0,1,,1.0,0,0,,
M0335,13,1.0,1,0.0,1.0,0,0,,
M0336,13,1.2307692307692308,2,0.43852900965351455,1.625,0,0,,
M0337,36,1.2222222222222223,3,0.4846861199999798,2.454545454545454,0,0,,
M0338,7,1.1428571428571428,2,0.3779644730092272,1.75,0,0,,
M0339,13,1.2307692307692308,2,0.4385290096535145,1.625,0,0,,
M0340,15,1.0666666666666667,2,0.2581988897471611,1.875,0,0,,
M0341,9,1.0,1,0.0,1.0,0,0,,
M0342,4,1.0,1,0.0,1.0,0,0,,
M0343,23,1.0434782608695652,2,0.20851441405707474,1.9166666666666667,0,0,,
M0344,16,1.125,2,0.3415650255319866,1.7777777777777777,0,0,,
M0345,5,1.0,1,0.0,1.0,0,0,,
M0346,6,1.0,1,0.0,1.0,0,0,,
M0347,46,1.434782608695652,4,0.7789501171603701,2.787878787878788,0,0,,
M0348,7,1.0,1,0.0,1.0,0,0,,
M0349,9,1.0,1,0.0,1.0,0,0,,
M0350,1,1.0,1,,1.0,0,0,,
M0351,14,1.1428571428571428,2,0.3631365196012815,1.75,0,0,,
M0352,21,1.0476190476190477,2,0.21821789023599236,1.909090909090909,0,0,,
M0353,20,1.1,2,0.3077935056255463,1.8181818181818181,0,0,,
M0354,17,1.0,1,0.0,1.0,0,0,,
M0355,23,1.173913043478261,2,0.38755338788158983,1.7037037037037035,0,1,N004,TEMPORAL_COORDINATION
M0356,18,1.2222222222222223,2,0.42779263194649864,1.6363636363636362,0,0,,
M0357,29,1.1379310344827587,3,0.4411136823860459,2.6363636363636362,0,0,,
M0358,25,1.08,2,0.2768874620972691,1.8518518518518516,0,0,,
M0359,40,1.275,3,0.5057363253408151,2.3529411764705883,0,0,,
M0360,7,1.2857142857142858,2,0.48795003647426655,1.5555555555555554,0,0,,
M0361,4,1.0,1,0.0,1.0,0,0,,
M0362,25,1.12,2,0.33166247903553997,1.7857142857142856,0,1,N005,SHARED_INFRASTRUCTURE
M0363,26,1.0384615384615385,2,0.19611613513818402,1.9259259259259258,0,0,,
M0364,48,1.2916666666666667,3,0.5441500627401801,2.32258064516129,0,0,,
M0365,28,1.25,3,0.5181877251716008,2.4,0,1,N003,CUSTOMER_OVERLAP
M0366,51,1.607843137254902,4,0.7504247163453246,2.4878048780487805,0,0,,
M0367,19,1.0526315789473684,2,0.22941573387056177,1.9000000000000001,0,0,,
M0368,14,1.0714285714285714,2,0.2672612419124244,1.8666666666666667,0,0,,
M0369,3,1.0,1,0.0,1.0,0,0,,
M0370,44,1.3636363636363635,3,0.650256088762355,2.2,0,0,,
M0371,7,1.0,1,0.0,1.0,0,0,,
M0372,13,1.2307692307692308,3,0.5991446895152781,2.4375,0,0,,
M0373,9,1.0,1,0.0,1.0,0,1,N009,SHARED_INFRASTRUCTURE
M0374,17,1.0588235294117647,2,0.24253562503633297,1.8888888888888888,0,0,,
M0375,9,1.1111111111111112,2,0.33333333333333337,1.7999999999999998,0,0,,
M0376,23,1.0869565217391304,2,0.2881040655200304,1.84,0,0,,
M0377,1,1.0,1,,1.0,0,0,,
M0378,16,1.0,1,0.0,1.0,0,0,,
M0379,35,1.2,3,0.5313689313240572,2.5,0,0,,
M0380,47,1.4680851063829787,4,0.7178186712348447,2.7246376811594204,0,0,,
M0381,26,1.1538461538461537,2,0.3679464844031199,1.7333333333333334,0,0,,
M0382,46,1.5434782608695652,4,0.7213112054255527,2.591549295774648,0,0,,
M0383,15,1.0666666666666667,2,0.2581988897471611,1.875,0,1,N002,SHARED_SETTLEMENT
M0384,5,1.0,1,0.0,1.0,0,0,,
M0385,12,1.25,2,0.45226701686664544,1.6,0,0,,
M0386,10,1.3,3,0.6749485577105528,2.3076923076923075,0,1,N009,SHARED_INFRASTRUCTURE
M0387,4,1.0,1,0.0,1.0,0,0,,
M0388,4,1.0,1,0.0,1.0,0,0,,
M0389,3,1.0,1,0.0,1.0,0,0,,
M0390,14,1.0714285714285714,2,0.2672612419124244,1.8666666666666667,0,0,,
M0391,13,1.0,1,0.0,1.0,0,0,,
M0392,10,1.2,2,0.4216370213557839,1.6666666666666667,0,0,,
M0393,4,1.25,2,0.5,1.6,0,0,,
M0394,14,1.1428571428571428,2,0.36313651960128146,1.75,0,0,,
M0395,15,1.1333333333333333,2,0.35186577527449836,1.7647058823529411,0,0,,
M0396,2,1.0,1,0.0,1.0,0,0,,
M0397,6,1.1666666666666667,2,0.408248290463863,1.7142857142857142,0,0,,
M0398,26,1.1923076923076923,2,0.40191847623425014,1.6774193548387097,0,1,N009,SHARED_INFRASTRUCTURE
M0399,1,1.0,1,,1.0,0,0,,
M0400,14,1.5,3,0.7595545253127499,2.0,0,0,,
M0401,37,1.1891891891891893,3,0.46175016319781975,2.5227272727272725,0,0,,
M0402,48,1.3958333333333333,3,0.6437781874294353,2.1492537313432836,0,1,N003,CUSTOMER_OVERLAP
M0403,49,1.469387755102041,4,0.8190960672271224,2.722222222222222,0,0,,
M0404,22,1.0909090909090908,2,0.2942449431682499,1.8333333333333335,0,0,,
M0405,65,1.8615384615384616,5,1.1022267671191108,2.68595041322314,0,0,,
M0406,2,1.0,1,0.0,1.0,0,0,,
M0407,3,1.0,1,0.0,1.0,0,0,,
M0408,27,1.1111111111111112,2,0.32025630761017426,1.7999999999999998,0,0,,
M0409,7,1.1428571428571428,2,0.3779644730092272,1.75,0,0,,
M0410,73,1.9452054794520548,5,1.0122912810783942,2.5704225352112675,0,0,,
M0411,8,1.0,1,0.0,1.0,0,1,N008,TEMPORAL_COORDINATION
M0412,10,1.1,2,0.31622776601683794,1.8181818181818181,0,1,N002,SHARED_SETTLEMENT
M0413,11,1.0,1,0.0,1.0,0,0,,
M0414,7,1.0,1,0.0,1.0,0,0,,
M0415,5,1.0,1,0.0,1.0,0,0,,
M0416,18,1.1111111111111112,2,0.32338083338177726,1.7999999999999998,0,0,,
M0417,3,1.0,1,0.0,1.0,0,0,,
M0418,17,1.2941176470588236,3,0.5878675320972555,2.318181818181818,0,0,,
