merchant_id,merchant_age_days,kyc_verified,kyc_pending,kyc_limited,transaction_count,total_transaction_volume,average_transaction_amount,median_transaction_amount,transaction_amount_std,unique_customer_count,unique_device_count,unique_ip_count,active_days_count,success_rate,failure_rate,refund_rate,refund_count,refund_volume,refund_amount_ratio,unique_settlement_account_count,settlement_count,total_settlement_volume,pm_share_upi,pm_share_card,pm_share_netbanking,pm_share_wallet,avg_tx_per_customer,avg_tx_per_device,avg_tx_per_ip,transaction_velocity,average_daily_volume,volume_growth,shared_device_count,shared_ip_count,shared_customer_count,shared_settlement_count,connected_merchant_count,merchant_degree,weighted_network_degree,network_size,network_density,clustering_coefficient,pagerank_score,betweenness_centrality,transaction_time_concentration,night_tx_share,business_hours_tx_share,evening_tx_share,weekend_tx_share,active_days_ratio,transaction_burst_score,volume_spike_score,daily_volume_cv,coordinated_activity_score,avg_ip_rarity,avg_device_rarity,avg_customer_rarity,avg_ip_frequency,avg_device_frequency,shared_ip_volume_ratio,shared_device_volume_ratio,shared_customer_volume_ratio,volume_burstiness,transaction_count_zscore_vs_peers,total_transaction_volume_zscore_vs_peers,average_transaction_amount_zscore_vs_peers,refund_rate_zscore_vs_peers,failure_rate_zscore_vs_peers,unique_customer_count_zscore_vs_peers,ip_sharing_concentration,device_sharing_concentration,customer_sharing_concentration
M0031,152.0,1.0,0.0,0.0,2.0,2448.55,1224.275,1224.275,317.56872649869035,2.0,2.0,2.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1403.74,0.0,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1224.275,1.0,2.0,2.0,1.0,0.0,11,11,12,155,0.57576,0.4909090909090909,0.0031842806328184234,0.0003634496652300638,0.47826086956521735,0.0,0.5,0.5,0.5,0.022222222222222223,1.0,1.1834187580404727,0.25939329521446597,0.1008,0.41666666666666663,0.3214285714285714,0.6666666666666666,2.5,4.5,1.0,1.0,0.40829062097976354,0.09170937902004916,-0.40385784556381743,-0.5092656759484567,-0.5184001970699552,-0.3691980486687584,3.944464034096569,-0.5334903063742515,1.0,1.0,0.5
M0033,255.0,1.0,0.0,0.0,14.0,18197.99,1299.8564285714288,1179.345,835.776216189359,12.0,2.0,6.0,13.0,0.8571428571428571,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,10.0,14352.75,0.35714285714285715,0.6428571428571429,0.0,0.0,1.1666666666666667,7.0,2.3333333333333335,1.0769230769230769,1399.8453846153848,-0.3920301271408464,2.0,5.0,7.0,1.0,25,25,32,155,0.39692,0.3466666666666667,0.007002417063312678,0.004380998639169378,0.08429458740017749,0.0,0.7142857142857143,0.2857142857142857,0.35714285714285715,0.14444444444444443,1.8571428571428572,2.44722026993091,0.6435150795399748,0.6475,0.40782312925170067,0.35714285714285715,0.6904761904761905,3.0714285714285716,3.142857142857143,0.9614451925734656,1.0,0.4936226473363267,0.34176377974455324,-0.020318455768897556,-0.26362667714776783,-0.48965010128939424,-0.3691980486687584,0.7410878463613064,0.027656522268837934,0.8333333333333334,1.0,0.5833333333333334
M0041,357.0,1.0,0.0,0.0,4.0,3024.02,756.005,751.52,408.14990232348043,4.0,4.0,3.0,4.0,0.75,0.25,0.0,0.0,0.0,0.0,1.0,3.0,1719.69,1.0,0.0,0.0,0.0,1.0,1.0,1.3333333333333333,1.0,756.005,-0.011795026890557439,4.0,2.0,1.0,0.0,20,20,21,155,0.35714,0.2894736842105263,0.00520839865379692,0.004024819455136958,0.21739130434782608,0.25,0.75,0.0,0.0,0.044444444444444446,1.0,1.6532033518296836,0.5398772525624572,0.2195,0.375,0.29166666666666663,0.875,4.75,3.5,0.9103345877342081,1.0,0.08966541226579189,0.2595766562388314,-0.3399346139313308,-0.5002902536705959,-0.6965234160355792,-0.3691980486687584,1.7021007026818853,-0.4212609406456337,0.6666666666666666,1.0,0.25
M0043,460.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0009621552277102392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M0044,175.0,0.0,0.0,1.0,2.0,1522.0300000000002,761.0150000000001,761.0150000000001,242.07800653921458,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1483.69,0.0,0.5,0.0,0.5,1.0,2.0,1.0,1.0,761.0150000000001,0.5804116370541164,0.0,1.0,2.0,0.0,8,8,8,155,0.58333,0.4642857142857143,0.0025825605111218087,0.0004481575376089132,0.47826086956521735,0.0,0.5,0.5,0.0,0.022222222222222223,1.0,1.2249298634061088,0.31809886341164695,0.2173,0.625,1.0,0.29166666666666663,2.5,1.0,0.6124649317030544,0.0,1.0,0.11246493170268501,-0.40385784556381743,-0.5237163132516761,-0.6946176836012619,-0.3691980486687584,-0.5402626287327985,-0.5334903063742515,0.5,0.0,1.0
M0049,615.0,1.0,0.0,0.0,3.0,9890.35,3296.7833333333333,1695.13,3086.9776303260332,3.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,9531.16,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0,1.5,1.5,1.0,3296.7833333333333,-1.0,2.0,1.0,3.0,0.0,8,8,9,155,0.55556,0.42857142857142855,0.0028317715997917756,0.0004809590501156746,0.5362318840579711,0.0,0.3333333333333333,0.6666666666666666,0.0,0.03333333333333333,1.0,2.0794238828757323,0.9363604817805335,0.0607,0.6666666666666666,0.4444444444444444,0.4166666666666667,1.6666666666666667,2.3333333333333335,0.3068587057080892,0.9999999999999998,0.9999999999999998,0.371783270224555,-0.37189622974757414,-0.3931982918843271,0.2699523680450721,-0.3691980486687584,-0.5402626287327985,-0.4773756235099426,0.5,1.0,1.0
M0051,115.0,0.0,1.0,0.0,6.0,28667.15,4777.858333333334,4846.285,2266.243129034629,5.0,4.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,27884.07,0.16666666666666666,0.5,0.0,0.3333333333333333,1.2,1.5,1.5,1.0,4777.858333333334,-0.5462470733150738,4.0,3.0,3.0,0.0,17,17,22,155,0.54248,0.4852941176470588,0.0049858354807215495,0.0011652852746140915,0.18840579710144933,0.0,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.06666666666666667,1.0,1.58066637248558,0.4743219599509464,0.2763,0.6722222222222222,0.4444444444444444,0.6305555555555555,2.1666666666666665,2.3333333333333335,0.49417922604793285,1.0,0.40785603033437223,0.24364955474586508,-0.27601138229884414,-0.10034252350902126,0.8333321415294116,-0.3691980486687584,-0.5402626287327985,-0.3651462577813247,0.75,1.0,0.6
M0053,905.0,1.0,0.0,0.0,16.0,67903.13,4243.945625,4012.235,2090.5755580795408,16.0,9.0,8.0,15.0,0.875,0.125,0.0,0.0,0.0,0.0,1.0,13.0,57837.5,0.25,0.1875,0.5,0.0625,1.0,1.7777777777777777,2.0,1.0666666666666667,4526.875333333333,0.20141214565868468,7.0,5.0,15.0,0.0,28,28,85,155,0.46798,0.42857142857142855,0.01507553719203785,0.004156452799837795,0.10326086956521739,0.0,0.75,0.3125,0.25,0.16666666666666666,1.875,1.6857588155361911,0.4492030833814382,0.3379,0.671875,0.59375,0.2465029761904762,1.875,2.0625,0.6148925682807258,0.7018040258232572,0.9682594896582823,0.2473877517379022,0.043604775863589094,0.5116085581906363,0.630239373991479,-0.3691980486687584,0.5809190369745434,0.25211525372607374,0.625,0.7777777777777778,0.9375
M0057,210.0,1.0,0.0,0.0,10.0,14061.98,1406.1979999999999,775.11,1288.8226133422015,8.0,7.0,7.0,9.0,0.9,0.0,0.1,1.0,548.19,0.03898384153582924,1.0,9.0,13533.28,0.7,0.0,0.0,0.3,1.25,1.4285714285714286,1.4285714285714286,1.1111111111111112,1562.4422222222222,0.20571082591141382,5.0,6.0,6.0,0.0,25,25,32,155,0.40923,0.36,0.007361926811734858,0.005074756755431849,0.14434782608695657,0.0,0.5,0.7,0.4,0.1,1.7999999999999998,2.412729217364838,0.8769040716368759,0.5084,0.35666666666666663,0.6333333333333333,0.5333333333333333,3.5,1.8,0.9890563064376425,0.6786974522791243,0.9022847422624695,0.4382091916563956,-0.14816491903387086,-0.32813470761930447,-0.4491992865613102,0.488333481679822,-0.5402626287327985,-0.19680220918839786,0.8571428571428571,0.7142857142857143,0.75
M0059,64.0,1.0,0.0,0.0,6.0,7454.0599999999995,1242.3433333333332,1232.495,495.3567152938039,6.0,3.0,6.0,5.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,1.0,790.35,0.10602946582131081,1.0,4.0,6569.48,0.8333333333333334,0.0,0.0,0.16666666666666666,1.0,2.0,1.0,1.2,1490.812,0.5303768377672845,1.0,5.0,3.0,1.0,18,18,19,155,0.33333,0.2549019607843137,0.004822955746352411,0.0035651907966969937,0.30434782608695654,0.0,0.8333333333333334,0.16666666666666666,0.0,0.05555555555555555,1.6666666666666667,2.283607859341084,0.7452301550467754,0.3366,0.4861111111111111,0.7333333333333334,0.7083333333333334,2.5,2.3333333333333335,0.7258889786237299,0.3954556308910849,0.4961725556274031,0.3284175335319736,-0.27601138229884414,-0.4311963309503593,-0.5115272611682805,1.0600211685788754,0.9546462588769906,-0.30903157491701577,0.8333333333333334,0.3333333333333333,0.5
M0060,186.0,1.0,0.0,0.0,3.0,2123.06,707.6866666666666,783.48,308.87503044651135,3.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2060.61,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,1.5,1.0,1.0,707.6866666666666,0.7097819982641547,2.0,3.0,0.0,0.0,12,12,13,155,0.5641,0.48484848484848486,0.0036230838846437784,0.0007615817441825426,0.3043478260869565,0.0,0.6666666666666666,0.3333333333333333,0.0,0.03333333333333333,1.0,1.372938117622677,0.43645732637774454,0.2037,0.28095238095238095,0.5,1.0,4.666666666666667,2.0,1.0,1.0,0.0,0.18955030317844754,-0.37189622974757414,-0.5143422397957832,-0.7149030198290902,-0.3691980486687584,-0.5402626287327985,-0.4773756235099426,1.0,1.0,0.0
M0062,407.0,1.0,0.0,0.0,6.0,4040.0699999999997,673.3449999999999,699.135,273.73784939244337,6.0,5.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3867.51,0.3333333333333333,0.16666666666666666,0.0,0.5,1.0,1.2,1.5,1.2,808.0139999999999,0.22222405570865167,4.0,0.0,3.0,0.0,16,16,17,155,0.44853,0.375,0.004427098324687696,0.002046959212541331,0.18840579710144933,0.0,0.6666666666666666,0.3333333333333333,0.5,0.05555555555555555,1.6666666666666667,2.228265846878891,0.7454795092566443,0.2046,1.0,0.4583333333333333,0.65,1.0,2.6666666666666665,0.0,0.7633828126740378,0.5495523592413003,0.33871492325611247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.5
M0063,384.0,1.0,0.0,0.0,2.0,2914.35,1457.175,1457.175,40.92026942726543,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2820.62,0.5,0.0,0.0,0.5,1.0,1.0,2.0,1.0,1457.175,0.0405184002688623,1.0,0.0,2.0,0.0,6,6,6,155,0.71429,0.6,0.0021249933353024637,0.00018678049325648486,0.47826086956521735,0.0,1.0,0.5,0.5,0.022222222222222223,1.0,1.0198569149209944,0.02808191838815889,0.2323,1.0,0.75,0.29166666666666663,1.0,1.5,0.0,0.4900715425395028,1.0,0.009928457460480144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0
M0068,336.0,1.0,0.0,0.0,4.0,3427.99,856.9975,758.835,341.17268563734706,4.0,3.0,1.0,4.0,0.75,0.25,0.0,0.0,0.0,0.0,1.0,3.0,2799.03,0.5,0.5,0.0,0.0,1.0,1.3333333333333333,4.0,1.0,856.9975,3.674071008855417,3.0,1.0,3.0,0.0,18,18,18,155,0.53216,0.477124183006536,0.004506419178568294,0.0022666825995673423,0.34782608695652173,0.0,1.0,0.25,0.25,0.044444444444444446,1.0,1.5375190709424476,0.39810231142721786,0.2258,0.3333333333333333,0.22916666666666666,0.5208333333333333,3.0,4.75,1.0000000000000002,1.0000000000000002,0.6156202322643882,0.1811783289914927,-0.3399346139313308,-0.49398966226255137,-0.6581073116697523,-0.3691980486687584,1.7021007026818853,-0.4212609406456337,1.0,1.0,0.75
M0070,292.0,1.0,0.0,0.0,1.0,234.37,234.37,234.37,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,229.64,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,234.37,1.0,0.0,0.0,0.0,1.0,1,1,1,155,0.0,0.0,0.001275431114737222,0.0,1.0,1.0,0.0,0.0,0.0,0.011111111111111112,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M0074,33.0,1.0,0.0,0.0,6.0,46423.270000000004,7737.211666666667,4878.87,8815.263560369405,6.0,3.0,4.0,6.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,4.0,39316.649999999994,0.3333333333333333,0.5,0.16666666666666666,0.0,1.0,2.0,1.5,1.0,7737.211666666667,-0.709472091172349,3.0,2.0,4.0,0.0,13,13,18,155,0.47253,0.38461538461538464,0.004684288738662375,0.0036288219074104176,0.13043478260869568,0.0,0.8333333333333334,0.16666666666666666,0.3333333333333333,0.06666666666666667,1.0,3.3084089078602172,1.1393333852228942,0.5518,0.7222222222222222,0.2916666666666667,0.5888888888888889,1.6666666666666667,3.5,0.2923249482425516,1.0000000000000002,0.8175531366058445,0.4368350542016092,-0.27601138229884414,0.1765940240371067,1.959027876447264,-0.3691980486687584,0.9546462588769906,-0.30903157491701577,0.5,1.0,0.6666666666666666
M0079,403.0,1.0,0.0,0.0,1.0,842.75,842.75,842.75,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,801.04,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,842.75,-1.0,1.0,1.0,1.0,0.0,7,7,7,155,0.78571,0.7142857142857143,0.0022377447429154,9.40065031676726e-05,1.0,0.0,0.0,1.0,0.0,0.011111111111111112,1.0,1.0,0.0,0.3002,0.5,0.16666666666666666,0.5,2.0,6.0,1.0,1.0,1.0,0.0,-0.4358194613800608,-0.5343108270315522,-0.6635268571503783,-0.3691980486687584,-0.5402626287327985,-0.5896049892385605,1.0,1.0,1.0
M0081,321.0,1.0,0.0,0.0,1.0,3028.34,3028.34,3028.34,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2945.78,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3028.34,1.0,1.0,1.0,1.0,0.0,6,6,6,155,0.71429,0.6,0.002031352974645828,4.753021262455224e-05,1.0,0.0,1.0,0.0,0.0,0.011111111111111112,1.0,1.0,0.0,0.0706,0.3333333333333333,0.25,0.5,3.0,4.0,1.0,1.0,1.0,0.0,-0.4358194613800608,-0.5002228760067032,0.16784035864196,-0.3691980486687584,-0.5402626287327985,-0.5896049892385605,1.0,1.0,1.0
M0084,215.0,0.0,0.0,1.0,8.0,33999.759999999995,4249.969999999999,3811.8500000000004,2766.3167108578564,8.0,7.0,6.0,8.0,0.875,0.125,0.0,0.0,0.0,0.0,1.0,7.0,24483.93,0.125,0.75,0.0,0.125,1.0,1.1428571428571428,1.3333333333333333,1.0,4249.969999999999,0.3699785724542415,4.0,1.0,5.0,0.0,10,10,15,155,0.6,0.5111111111111111,0.003728789526236552,0.00043100384241538583,0.3152173913043478,0.0,0.875,0.125,0.125,0.08888888888888889,1.0,2.037110850194237,0.6509026442205137,0.1794,0.75,0.6458333333333334,0.6458333333333334,1.75,1.875,0.3054815681051867,0.7342437123085576,0.6851474833940006,0.3405418891192048,-0.2120881506663575,-0.017171504006452266,0.632530960185888,-0.3691980486687584,0.5809190369745434,-0.19680220918839786,0.16666666666666666,0.5714285714285714,0.625
M0086,120.0,1.0,0.0,0.0,1.0,653.84,653.84,653.84,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,646.46,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,653.84,1.0,0.0,1.0,0.0,1.0,3,3,3,155,0.66667,0.3333333333333333,0.0016652906005157615,0.00010593440012809306,1.0,0.0,1.0,0.0,1.0,0.011111111111111112,1.0,1.0,0.0,0.0,0.3333333333333333,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,-0.4358194613800608,-0.5372571961255288,-0.7353855226527508,-0.3691980486687584,-0.5402626287327985,-0.5896049892385605,1.0,0.0,0.0
M0087,354.0,1.0,0.0,0.0,11.0,74786.39,6798.762727272727,3902.77,7104.807733681596,11.0,6.0,6.0,11.0,0.8181818181818182,0.18181818181818182,0.0,0.0,0.0,0.0,1.0,9.0,65382.22,0.09090909090909091,0.18181818181818182,0.6363636363636364,0.09090909090909091,1.0,1.8333333333333333,1.8333333333333333,1.0,6798.762727272727,-0.2500450438012943,5.0,4.0,8.0,0.0,27,27,31,155,0.43651,0.39316239316239315,0.006955711212226087,0.005401910173926246,0.13762127200862379,0.0,0.7272727272727273,0.36363636363636365,0.36363636363636365,0.12222222222222222,1.0,3.241095605764632,1.0450148091183111,0.2841,0.6666666666666666,0.4696969696969697,0.5833333333333333,2.090909090909091,2.4545454545454546,0.7845398073098594,0.9283082122295245,0.6778591666210925,0.46454077102433805,-0.11620330321762753,0.6189645717939664,1.6020553052389344,-0.3691980486687584,1.0905470668415171,-0.028458160595471016,0.6666666666666666,0.8333333333333334,0.7272727272727273
