merchant_id,network_id,is_mule,mule_type
M0123,N004,1,TEMPORAL_COORDINATION
M0124,,0,
M0125,N004,1,TEMPORAL_COORDINATION
M0126,,0,
M0127,,0,
M0128,,0,
M0129,,0,
M0130,,0,
M0131,,0,
M0132,,0,
M0133,,0,
M0134,N004,1,TEMPORAL_COORDINATION
M0135,,0,
M0136,N006,1,SHARED_SETTLEMENT
M0137,,0,
M0138,,0,
M0139,,0,
M0140,,0,
M0141,,0,
M0142,,0,
M0143,,0,
M0144,,0,
M0145,,0,
M0146,,0,
M0147,,0,
M0148,,0,
M0149,,0,
M0150,N007,1,CUSTOMER_OVERLAP
M0151,,0,
M0152,,0,
M0153,,0,
M0154,,0,
M0155,,0,
M0156,,0,
M0157,,0,
M0158,,0,
M0159,,0,
M0160,,0,
M0161,,0,
M0162,N009,1,SHARED_INFRASTRUCTURE
M0163,,0,
M0164,,0,
M0165,,0,
M0166,,0,
M0167,,0,
M0168,,0,
M0169,,0,
M0170,,0,
M0171,,0,
M0172,,0,
M0173,,0,
M0174,,0,
M0175,,0,
M0176,,0,
M0177,,0,
M0178,,0,
M0179,,0,
M0180,,0,
M0181,,0,
M0182,,0,
M0183,,0,
M0184,,0,
M0185,,0,
M0186,,0,
M0187,,0,
M0188,,0,
M0189,,0,
M0190,,0,
M0191,,0,
M0192,,0,
M0193,,0,
M0194,,0,
M0195,,0,
M0196,N010,1,SHARED_SETTLEMENT
M0197,,0,
M0198,,0,
M0199,,0,
M0200,,0,
M0201,,0,
M0202,,0,
M0203,,0,
M0204,,0,
M0205,N005,1,SHARED_INFRASTRUCTURE
M0206,,0,
M0207,,0,
M0208,,0,
M0209,,0,
M0210,N002,1,SHARED_SETTLEMENT
M0211,N008,1,TEMPORAL_COORDINATION
M0212,N004,1,TEMPORAL_COORDINATION
M0213,,0,
M0214,,0,
M0215,,0,
M0216,,0,
M0217,N001,1,SHARED_INFRASTRUCTURE
M0218,,0,
M0219,,0,
M0220,,0,
M0221,,0,
M0222,,0,
M0223,,0,
M0224,,0,
M0225,,0,
M0226,,0,
M0227,,0,
M0228,,0,
M0229,,0,
M0230,,0,
M0231,,0,
M0232,,0,
M0233,,0,
M0234,N003,1,CUSTOMER_OVERLAP
M0235,,0,
M0236,,0,
M0237,,0,
M0238,,0,
M0239,,0,
M0240,,0,
M0241,,0,
M0242,N006,1,SHARED_SETTLEMENT
M0243,,0,
M0244,N005,1,SHARED_INFRASTRUCTURE
M0245,,0,
M0246,,0,
M0247,,0,
M0248,,0,
M0249,,0,
M0250,,0,
M0251,,0,
M0252,,0,
M0253,,0,
M0254,,0,
M0255,,0,
M0256,,0,
M0257,,0,
M0258,,0,
M0259,,0,
M0260,,0,
M0261,N008,1,TEMPORAL_COORDINATION
M0262,,0,
M0263,,0,
M0264,,0,
M0265,,0,
M0266,,0,
M0267,,0,
M0268,,0,
M0269,,0,
M0270,,0,
M0271,,0,
M0272,,0,
M0273,,0,
M0274,,0,
M0275,,0,
M0276,,0,
M0277,N001,1,SHARED_INFRASTRUCTURE
M0278,,0,
M0279,N005,1,SHARED_INFRASTRUCTURE
M0280,,0,
M0281,,0,
M0282,,0,
M0283,,0,
M0284,,0,
M0285,,0,
M0286,N006,1,SHARED_SETTLEMENT
M0287,,0,
M0288,,0,
M0289,,0,
M0290,,0,
M0291,,0,
M0292,,0,
M0293,,0,
M0294,,0,
M0295,,0,
M0296,,0,
M0297,N006,1,SHARED_SETTLEMENT
M0298,,0,
M0299,,0,
M0300,,0,
M0301,,0,
M0302,,0,
M0303,N001,1,SHARED_INFRASTRUCTURE
M0304,,0,
M0305,,0,
M0306,,0,
M0307,,0,
M0308,,0,
M0309,,0,
M0310,,0,
M0311,,0,
M0312,,0,
M0313,,0,
M0314,,0,
M0315,,0,
M0316,,0,
M0317,,0,
M0318,,0,
M0319,N010,1,SHARED_SETTLEMENT
M0320,,0,
M0321,,0,
M0322,,0,
M0323,,0,
M0324,,0,
M0325,,0,
M0326,,0,
M0327,N001,1,SHARED_INFRASTRUCTURE
M0328,,0,
M0329,,0,
M0330,N010,1,SHARED_SETTLEMENT
M0331,,0,
M0332,,0,
M0333,,0,
M0334,,0,
M0335,,0,
M0336,,0,
M0337,,0,
M0338,,0,
M0339,,0,
M0340,,0,
M0341,,0,
M0342,,0,
M0343,,0,
M0344,,0,
M0345,,0,
M0346,,0,
M0347,,0,
M0348,,0,
M0349,,0,
M0350,,0,
M0351,,0,
M0352,,0,
M0353,,0,
M0354,,0,
M0355,N004,1,TEMPORAL_COORDINATION
M0356,,0,
M0357,,0,
M0358,,0,
M0359,,0,
M0360,,0,
M0361,,0,
M0362,N005,1,SHARED_INFRASTRUCTURE
M0363,,0,
M0364,,0,
M0365,N003,1,CUSTOMER_OVERLAP
M0366,,0,
M0367,,0,
M0368,,0,
M0369,,0,
M0370,,0,
M0371,,0,
M0372,,0,
M0373,N009,1,SHARED_INFRASTRUCTURE
M0374,,0,
M0375,,0,
M0376,,0,
M0377,,0,
M0378,,0,
M0379,,0,
M0380,,0,
M0381,,0,
M0382,,0,
M0383,N002,1,SHARED_SETTLEMENT
M0384,,0,
M0385,,0,
M0386,N009,1,SHARED_INFRASTRUCTURE
M0387,,0,
M0388,,0,
M0389,,0,
M0390,,0,
M0391,,0,
M0392,,0,
M0393,,0,
M0394,,0,
M0395,,0,
M0396,,0,
M0397,,0,
M0398,N009,1,SHARED_INFRASTRUCTURE
M0399,,0,
M0400,,0,
M0401,,0,
M0402,N003,1,CUSTOMER_OVERLAP
M0403,,0,
M0404,,0,
M0405,,0,
M0406,,0,
M0407,,0,
M0408,,0,
M0409,,0,
M0410,,0,
M0411,N008,1,TEMPORAL_COORDINATION
M0412,N002,1,SHARED_SETTLEMENT
M0413,,0,
M0414,,0,
M0415,,0,
M0416,,0,
M0417,,0,
M0418,,0,
M0419,,0,
M0420,,0,
M0421,,0,
M0422,,0,
M0423,,0,
M0424,,0,
M0425,,0,
M0426,,0,
M0427,,0,
M0428,N007,1,CUSTOMER_OVERLAP
M0429,,0,
M0430,N003,1,CUSTOMER_OVERLAP
M0431,,0,
M0432,,0,
M0433,,0,
M0434,,0,
M0435,,0,
M0436,,0,
M0437,,0,
M0438,,0,
M0439,,0,
M0440,,0,
M0441,N007,1,CUSTOMER_OVERLAP
M0442,,0,
M0443,,0,
M0444,,0,
M0445,,0,
M0446,,0,
M0447,,0,
M0448,,0,
M0449,,0,
M0450,N006,1,SHARED_SETTLEMENT
M0451,,0,
M0452,,0,
M0453,,0,
M0454,,0,
M0455,,0,
M0456,,0,
M0457,N004,1,TEMPORAL_COORDINATION
M0458,,0,
M0459,,0,
M0460,,0,
M0461,,0,
M0462,,0,
M0463,,0,
M0464,,0,
M0465,,0,
M0466,,0,
M0467,,0,
M0468,,0,
M0469,,0,
M0470,,0,
M0471,,0,
M0472,,0,
M0473,,0,
M0474,,0,
M0475,,0,
M0476,,0,
M0477,N005,1,SHARED_INFRASTRUCTURE
M0478,,0,
M0479,,0,
M0480,N006,1,SHARED_SETTLEMENT
M0481,,0,
M0482,,0,
M0483,,0,
M0484,,0,
M0485,,0,
M0486,,0,
M0487,,0,
M0488,,0,
M0489,,0,
M0490,,0,
M0491,,0,
M0492,,0,
M0493,,0,
M0494,,0,
M0495,,0,
M0496,,0,
M0497,,0,
M0498,,0,
M0499,,0,
M0500,,0,
