timestamp,merchant_id,event_type,related_entity
2026-01-03 00:00:00,M01179,MERCHANT_ONBOARDED,
2026-01-03 00:00:00,M01548,MERCHANT_ONBOARDED,
2026-01-03 00:00:00,M00804,MERCHANT_ONBOARDED,
2026-01-03 00:00:00,M01148,MERCHANT_ONBOARDED,
2026-01-03 00:00:00,M02123,MERCHANT_ONBOARDED,
2026-01-04 00:00:00,M04038,MERCHANT_ONBOARDED,
2026-01-04 00:00:00,M00282,MERCHANT_ONBOARDED,
2026-01-04 00:00:00,M03613,MERCHANT_ONBOARDED,
2026-01-04 00:00:00,M03426,MERCHANT_ONBOARDED,
2026-01-04 00:00:00,M03450,MERCHANT_ONBOARDED,
2026-01-04 00:00:00,M03550,MERCHANT_ONBOARDED,
2026-01-04 00:00:00,M04180,MERCHANT_ONBOARDED,
2026-01-04 00:00:00,M04806,MERCHANT_ONBOARDED,
2026-01-04 00:00:00,M04106,MERCHANT_ONBOARDED,
2026-01-04 00:00:00,M00188,MERCHANT_ONBOARDED,
2026-01-04 00:00:00,M02751,MERCHANT_ONBOARDED,
2026-01-04 00:00:00,M02637,MERCHANT_ONBOARDED,
2026-01-04 00:00:00,M02174,MERCHANT_ONBOARDED,
2026-01-04 00:00:00,M02387,MERCHANT_ONBOARDED,
2026-01-04 00:00:00,M01294,MERCHANT_ONBOARDED,
2026-01-04 00:00:00,M01712,MERCHANT_ONBOARDED,
2026-01-05 00:00:00,M03028,MERCHANT_ONBOARDED,
2026-01-05 00:00:00,M00835,MERCHANT_ONBOARDED,
2026-01-05 00:00:00,M02537,MERCHANT_ONBOARDED,
2026-01-05 00:00:00,M02466,MERCHANT_ONBOARDED,
2026-01-05 00:00:00,M00772,MERCHANT_ONBOARDED,
2026-01-05 00:00:00,M01825,MERCHANT_ONBOARDED,
2026-01-05 00:00:00,M02295,MERCHANT_ONBOARDED,
2026-01-05 00:00:00,M00551,MERCHANT_ONBOARDED,
2026-01-05 00:00:00,M02124,MERCHANT_ONBOARDED,
2026-01-05 00:00:00,M00424,MERCHANT_ONBOARDED,
2026-01-05 00:00:00,M02109,MERCHANT_ONBOARDED,
2026-01-05 00:00:00,M04061,MERCHANT_ONBOARDED,
2026-01-05 00:00:00,M04365,MERCHANT_ONBOARDED,
2026-01-05 00:00:00,M02652,MERCHANT_ONBOARDED,
2026-01-05 00:00:00,M03485,MERCHANT_ONBOARDED,
2026-01-05 00:00:00,M04065,MERCHANT_ONBOARDED,
2026-01-05 00:00:00,M00962,MERCHANT_ONBOARDED,
2026-01-05 00:00:00,M03374,MERCHANT_ONBOARDED,
2026-01-06 00:00:00,M02671,MERCHANT_ONBOARDED,
2026-01-06 00:00:00,M03792,MERCHANT_ONBOARDED,
2026-01-06 00:00:00,M04539,DEVICE_ADDED,D03792
2026-01-06 00:00:00,M02070,DEVICE_ADDED,D08560
2026-01-06 00:00:00,M03960,DEVICE_ADDED,D03422
2026-01-06 00:00:00,M02070,DEVICE_REMOVED,D01446
2026-01-06 00:00:00,M03960,DEVICE_REMOVED,D06713
2026-01-06 00:00:00,M02288,DEVICE_ADDED,D03241
2026-01-06 00:00:00,M03311,DEVICE_ADDED,D06001
2026-01-06 00:00:00,M03887,DEVICE_REMOVED,D00233
2026-01-06 00:00:00,M03213,DEVICE_REMOVED,D05527
2026-01-06 00:00:00,M03311,DEVICE_REMOVED,D04469
2026-01-06 00:00:00,M04539,DEVICE_REMOVED,D01928
2026-01-06 00:00:00,M02288,DEVICE_REMOVED,D01261
2026-01-06 00:00:00,M01620,DEVICE_REMOVED,D04715
2026-01-06 00:00:00,M02862,MERCHANT_ONBOARDED,
2026-01-06 00:00:00,M00777,MERCHANT_ONBOARDED,
2026-01-06 00:00:00,M01620,DEVICE_ADDED,D02448
2026-01-06 00:00:00,M01012,DEVICE_REMOVED,D00998
2026-01-06 00:00:00,M00814,MERCHANT_ONBOARDED,
2026-01-06 00:00:00,M01012,DEVICE_ADDED,D01205
2026-01-06 00:00:00,M00831,DEVICE_ADDED,D01135
2026-01-06 00:00:00,M02824,MERCHANT_ONBOARDED,
2026-01-06 00:00:00,M00831,DEVICE_REMOVED,D05472
2026-01-06 00:00:00,M01041,DEVICE_REMOVED,D05669
2026-01-06 00:00:00,M01041,DEVICE_ADDED,D05345
2026-01-06 00:00:00,M01486,MERCHANT_ONBOARDED,
2026-01-06 00:00:00,M04311,DEVICE_REMOVED,D01114
2026-01-06 00:00:00,M04311,DEVICE_ADDED,D09962
2026-01-06 00:00:00,M03213,DEVICE_ADDED,D07393
2026-01-06 00:00:00,M03887,DEVICE_ADDED,D05612
2026-01-06 00:00:00,M04496,MERCHANT_ONBOARDED,
2026-01-06 00:00:00,M04183,MERCHANT_ONBOARDED,
2026-01-06 00:00:00,M02732,DEVICE_REMOVED,D02353
2026-01-06 00:00:00,M00129,MERCHANT_ONBOARDED,
2026-01-06 00:00:00,M02732,DEVICE_ADDED,D03722
2026-01-06 00:00:00,M04596,MERCHANT_ONBOARDED,
2026-01-06 00:00:00,M02485,DEVICE_ADDED,D08689
2026-01-06 00:00:00,M02485,DEVICE_REMOVED,D01332
2026-01-07 00:00:00,M02838,MERCHANT_ONBOARDED,
2026-01-07 00:00:00,M01726,DEVICE_ADDED,D02649
2026-01-07 00:00:00,M04422,DEVICE_REMOVED,D04486
2026-01-07 00:00:00,M03164,MERCHANT_ONBOARDED,
2026-01-07 00:00:00,M00294,DEVICE_REMOVED,D04096
2026-01-07 00:00:00,M00612,MERCHANT_ONBOARDED,
2026-01-07 00:00:00,M04422,DEVICE_ADDED,D02558
2026-01-07 00:00:00,M00617,MERCHANT_ONBOARDED,
2026-01-07 00:00:00,M02208,DEVICE_ADDED,D03477
2026-01-07 00:00:00,M02535,MERCHANT_ONBOARDED,
2026-01-07 00:00:00,M02844,DEVICE_REMOVED,D06842
2026-01-07 00:00:00,M00294,DEVICE_ADDED,D08018
2026-01-07 00:00:00,M04661,MERCHANT_ONBOARDED,
2026-01-07 00:00:00,M02549,DEVICE_REMOVED,D06698
2026-01-07 00:00:00,M02549,DEVICE_ADDED,D08839
2026-01-07 00:00:00,M01899,MERCHANT_ONBOARDED,
2026-01-07 00:00:00,M04659,MERCHANT_ONBOARDED,
2026-01-07 00:00:00,M04530,DEVICE_REMOVED,D07772
2026-01-07 00:00:00,M04935,DEVICE_ADDED,D07945
2026-01-07 00:00:00,M04269,MERCHANT_ONBOARDED,
2026-01-07 00:00:00,M04935,DEVICE_REMOVED,D04995
2026-01-07 00:00:00,M03650,DEVICE_REMOVED,D07755
2026-01-07 00:00:00,M03650,DEVICE_ADDED,D09151
2026-01-07 00:00:00,M04530,DEVICE_ADDED,D04382
2026-01-07 00:00:00,M03627,MERCHANT_ONBOARDED,
2026-01-07 00:00:00,M02208,DEVICE_REMOVED,D00092
2026-01-07 00:00:00,M04565,MERCHANT_ONBOARDED,
2026-01-07 00:00:00,M01726,DEVICE_REMOVED,D04492
2026-01-07 00:00:00,M04432,MERCHANT_ONBOARDED,
2026-01-07 00:00:00,M02658,MERCHANT_ONBOARDED,
2026-01-07 00:00:00,M01786,DEVICE_REMOVED,D03891
2026-01-07 00:00:00,M00186,DEVICE_REMOVED,D07219
2026-01-07 00:00:00,M04284,MERCHANT_ONBOARDED,
2026-01-07 00:00:00,M01531,MERCHANT_ONBOARDED,
2026-01-07 00:00:00,M01856,DEVICE_REMOVED,D07532
2026-01-07 00:00:00,M02452,DEVICE_REMOVED,D00648
2026-01-07 00:00:00,M01856,DEVICE_ADDED,D02378
2026-01-07 00:00:00,M03723,DEVICE_ADDED,D04235
2026-01-07 00:00:00,M03723,DEVICE_REMOVED,D03868
2026-01-07 00:00:00,M04370,MERCHANT_ONBOARDED,
2026-01-07 00:00:00,M01786,DEVICE_ADDED,D01107
2026-01-07 00:00:00,M03710,DEVICE_ADDED,D08910
2026-01-07 00:00:00,M03710,DEVICE_REMOVED,D00922
2026-01-07 00:00:00,M00186,DEVICE_ADDED,D07896
2026-01-07 00:00:00,M00530,MERCHANT_ONBOARDED,
2026-01-07 00:00:00,M02452,DEVICE_ADDED,D03607
2026-01-07 00:00:00,M02628,MERCHANT_ONBOARDED,
2026-01-07 00:00:00,M03545,MERCHANT_ONBOARDED,
2026-01-07 00:00:00,M02844,DEVICE_ADDED,D00553
2026-01-07 00:00:00,M02801,MERCHANT_ONBOARDED,
2026-01-08 00:00:00,M02761,DEVICE_REMOVED,D01753
2026-01-08 00:00:00,M00304,MERCHANT_ONBOARDED,
2026-01-08 00:00:00,M00874,DEVICE_REMOVED,D07396
2026-01-08 00:00:00,M00874,DEVICE_ADDED,D03967
2026-01-08 00:00:00,M01855,MERCHANT_ONBOARDED,
2026-01-08 00:00:00,M02761,DEVICE_ADDED,D04091
2026-01-08 00:00:00,M02438,MERCHANT_ONBOARDED,
2026-01-08 00:00:00,M01107,MERCHANT_ONBOARDED,
2026-01-08 00:00:00,M00952,MERCHANT_ONBOARDED,
2026-01-08 00:00:00,M04111,DEVICE_REMOVED,D09638
2026-01-08 00:00:00,M01789,MERCHANT_ONBOARDED,
2026-01-08 00:00:00,M04642,DEVICE_ADDED,D04593
2026-01-08 00:00:00,M00251,MERCHANT_ONBOARDED,
2026-01-08 00:00:00,M00066,MERCHANT_ONBOARDED,
2026-01-08 00:00:00,M03111,DEVICE_ADDED,D06750
2026-01-08 00:00:00,M03111,DEVICE_REMOVED,D02358
2026-01-08 00:00:00,M04642,DEVICE_REMOVED,D04843
2026-01-08 00:00:00,M04043,DEVICE_REMOVED,D05673
2026-01-08 00:00:00,M04043,DEVICE_ADDED,D02799
2026-01-08 00:00:00,M03592,MERCHANT_ONBOARDED,
2026-01-08 00:00:00,M01478,MERCHANT_ONBOARDED,
2026-01-08 00:00:00,M03278,DEVICE_REMOVED,D07317
2026-01-08 00:00:00,M04841,DEVICE_ADDED,D05175
2026-01-08 00:00:00,M00210,DEVICE_REMOVED,D00970
2026-01-08 00:00:00,M00210,DEVICE_ADDED,D05866
2026-01-08 00:00:00,M00011,MERCHANT_ONBOARDED,
2026-01-08 00:00:00,M01420,MERCHANT_ONBOARDED,
2026-01-08 00:00:00,M04696,MERCHANT_ONBOARDED,
2026-01-08 00:00:00,M02811,MERCHANT_ONBOARDED,
2026-01-08 00:00:00,M02343,DEVICE_ADDED,D05641
2026-01-08 00:00:00,M04841,DEVICE_REMOVED,D01842
2026-01-08 00:00:00,M00275,DEVICE_REMOVED,D07205
2026-01-08 00:00:00,M00275,DEVICE_ADDED,D04306
2026-01-08 00:00:00,M03857,MERCHANT_ONBOARDED,
2026-01-08 00:00:00,M04111,DEVICE_ADDED,D01906
2026-01-08 00:00:00,M02343,DEVICE_REMOVED,D04356
2026-01-08 00:00:00,M01322,DEVICE_ADDED,D01857
2026-01-08 00:00:00,M01322,DEVICE_REMOVED,D00194
2026-01-08 00:00:00,M03003,DEVICE_ADDED,D06430
2026-01-08 00:00:00,M03278,DEVICE_ADDED,D00478
2026-01-08 00:00:00,M03003,DEVICE_REMOVED,D06426
2026-01-09 00:00:00,M01545,MERCHANT_ONBOARDED,
2026-01-09 00:00:00,M01357,MERCHANT_ONBOARDED,
2026-01-09 00:00:00,M04948,MERCHANT_ONBOARDED,
2026-01-09 00:00:00,M02792,MERCHANT_ONBOARDED,
2026-01-09 00:00:00,M02765,MERCHANT_ONBOARDED,
2026-01-09 00:00:00,M02003,DEVICE_REMOVED,D01013
2026-01-09 00:00:00,M04597,MERCHANT_ONBOARDED,
2026-01-09 00:00:00,M02003,DEVICE_ADDED,D00506
2026-01-09 00:00:00,M03073,MERCHANT_ONBOARDED,
2026-01-09 00:00:00,M03576,DEVICE_REMOVED,D06269
2026-01-09 00:00:00,M03576,DEVICE_ADDED,D07545
2026-01-09 00:00:00,M01737,MERCHANT_ONBOARDED,
2026-01-09 00:00:00,M04470,DEVICE_REMOVED,D08716
2026-01-09 00:00:00,M04470,DEVICE_ADDED,D06081
2026-01-09 00:00:00,M03145,DEVICE_ADDED,D05249
2026-01-09 00:00:00,M02524,DEVICE_ADDED,D03017
2026-01-09 00:00:00,M02545,DEVICE_REMOVED,D08198
2026-01-09 00:00:00,M01019,DEVICE_ADDED,D09577
2026-01-09 00:00:00,M01019,DEVICE_REMOVED,D01976
2026-01-09 00:00:00,M04453,MERCHANT_ONBOARDED,
2026-01-09 00:00:00,M02545,DEVICE_ADDED,D07211
2026-01-09 00:00:00,M03453,DEVICE_ADDED,D04820
2026-01-09 00:00:00,M01229,MERCHANT_ONBOARDED,
2026-01-09 00:00:00,M00453,MERCHANT_ONBOARDED,
2026-01-09 00:00:00,M03453,DEVICE_REMOVED,D02497
2026-01-09 00:00:00,M01261,MERCHANT_ONBOARDED,
2026-01-09 00:00:00,M01639,MERCHANT_ONBOARDED,
2026-01-09 00:00:00,M02524,DEVICE_REMOVED,D03180
2026-01-09 00:00:00,M03145,DEVICE_REMOVED,D06632
2026-01-09 00:00:00,M02425,DEVICE_ADDED,D01091
2026-01-09 00:00:00,M04960,DEVICE_ADDED,D05806
2026-01-09 00:00:00,M02201,DEVICE_REMOVED,D06437
2026-01-09 00:00:00,M00825,MERCHANT_ONBOARDED,
2026-01-09 00:00:00,M02201,DEVICE_ADDED,D03420
2026-01-09 00:00:00,M03088,DEVICE_ADDED,D08173
2026-01-09 00:00:00,M04905,DEVICE_REMOVED,D04674
2026-01-09 00:00:00,M00580,MERCHANT_ONBOARDED,
2026-01-09 00:00:00,M03802,MERCHANT_ONBOARDED,
2026-01-09 00:00:00,M02194,DEVICE_ADDED,D08749
2026-01-09 00:00:00,M01557,DEVICE_REMOVED,D06138
2026-01-09 00:00:00,M01391,DEVICE_ADDED,D01589
2026-01-09 00:00:00,M02190,MERCHANT_ONBOARDED,
2026-01-09 00:00:00,M01600,DEVICE_ADDED,D06394
2026-01-09 00:00:00,M01600,DEVICE_REMOVED,D01349
2026-01-09 00:00:00,M04960,DEVICE_REMOVED,D07089
2026-01-09 00:00:00,M01391,DEVICE_REMOVED,D00616
2026-01-09 00:00:00,M04905,DEVICE_ADDED,D02250
2026-01-09 00:00:00,M01557,DEVICE_ADDED,D01544
2026-01-09 00:00:00,M02194,DEVICE_REMOVED,D01455
2026-01-09 00:00:00,M03088,DEVICE_REMOVED,D06242
2026-01-09 00:00:00,M04818,MERCHANT_ONBOARDED,
2026-01-09 00:00:00,M02425,DEVICE_REMOVED,D09834
2026-01-09 00:00:00,M02874,DEVICE_ADDED,D03049
2026-01-09 00:00:00,M00484,MERCHANT_ONBOARDED,
2026-01-09 00:00:00,M02112,MERCHANT_ONBOARDED,
2026-01-09 00:00:00,M04087,MERCHANT_ONBOARDED,
2026-01-09 00:00:00,M02874,DEVICE_REMOVED,D02979
2026-01-10 00:00:00,M03528,DEVICE_REMOVED,D08755
2026-01-10 00:00:00,M01059,DEVICE_ADDED,D03208
2026-01-10 00:00:00,M04488,DEVICE_REMOVED,D02341
2026-01-10 00:00:00,M04488,DEVICE_ADDED,D04498
2026-01-10 00:00:00,M00180,MERCHANT_ONBOARDED,
2026-01-10 00:00:00,M01490,DEVICE_REMOVED,D02160
2026-01-10 00:00:00,M04055,MERCHANT_ONBOARDED,
2026-01-10 00:00:00,M02006,MERCHANT_ONBOARDED,
2026-01-10 00:00:00,M03307,DEVICE_REMOVED,D05096
2026-01-10 00:00:00,M02497,MERCHANT_ONBOARDED,
2026-01-10 00:00:00,M03528,DEVICE_ADDED,D03628
2026-01-10 00:00:00,M03307,DEVICE_ADDED,D06397
2026-01-10 00:00:00,M00020,DEVICE_REMOVED,D08224
2026-01-10 00:00:00,M00154,MERCHANT_ONBOARDED,
2026-01-10 00:00:00,M01053,DEVICE_REMOVED,D09790
2026-01-10 00:00:00,M03928,DEVICE_REMOVED,D02099
2026-01-10 00:00:00,M03928,DEVICE_ADDED,D08093
2026-01-10 00:00:00,M01490,DEVICE_ADDED,D09971
2026-01-10 00:00:00,M01053,DEVICE_ADDED,D06539
2026-01-10 00:00:00,M01059,DEVICE_REMOVED,D06826
2026-01-10 00:00:00,M04053,MERCHANT_ONBOARDED,
2026-01-10 00:00:00,M02355,DEVICE_ADDED,D08523
2026-01-10 00:00:00,M03927,MERCHANT_ONBOARDED,
2026-01-10 00:00:00,M02355,DEVICE_REMOVED,D05115
2026-01-10 00:00:00,M04945,MERCHANT_ONBOARDED,
2026-01-10 00:00:00,M03917,MERCHANT_ONBOARDED,
2026-01-10 00:00:00,M04197,MERCHANT_ONBOARDED,
2026-01-10 00:00:00,M02140,MERCHANT_ONBOARDED,
2026-01-10 00:00:00,M01407,MERCHANT_ONBOARDED,
2026-01-10 00:00:00,M00020,DEVICE_ADDED,D05116
2026-01-10 00:00:00,M03642,MERCHANT_ONBOARDED,
2026-01-10 00:00:00,M02352,MERCHANT_ONBOARDED,
2026-01-10 00:00:00,M02207,MERCHANT_ONBOARDED,
2026-01-10 00:00:00,M02062,DEVICE_ADDED,D07007
2026-01-10 00:00:00,M00057,MERCHANT_ONBOARDED,
2026-01-10 00:00:00,M01240,DEVICE_ADDED,D06850
2026-01-10 00:00:00,M01260,DEVICE_ADDED,D09929
2026-01-10 00:00:00,M04753,DEVICE_REMOVED,D07530
2026-01-10 00:00:00,M03226,DEVICE_REMOVED,D04217
2026-01-10 00:00:00,M03226,DEVICE_ADDED,D05284
2026-01-10 00:00:00,M04753,DEVICE_ADDED,D05292
2026-01-10 00:00:00,M01694,DEVICE_REMOVED,D07245
2026-01-10 00:00:00,M02062,DEVICE_REMOVED,D01210
2026-01-10 00:00:00,M01240,DEVICE_REMOVED,D02904
2026-01-10 00:00:00,M04574,MERCHANT_ONBOARDED,
2026-01-10 00:00:00,M02277,DEVICE_REMOVED,D07194
2026-01-10 00:00:00,M04016,DEVICE_REMOVED,D05628
2026-01-10 00:00:00,M02277,DEVICE_ADDED,D00702
2026-01-10 00:00:00,M04016,DEVICE_ADDED,D03647
2026-01-10 00:00:00,M01260,DEVICE_REMOVED,D07322
2026-01-10 00:00:00,M01694,DEVICE_ADDED,D03698
2026-01-10 00:00:00,M00291,MERCHANT_ONBOARDED,
2026-01-11 00:00:00,M01676,MERCHANT_ONBOARDED,
2026-01-11 00:00:00,M02701,DEVICE_ADDED,D04556
2026-01-11 00:00:00,M04279,MERCHANT_ONBOARDED,
2026-01-11 00:00:00,M04690,MERCHANT_ONBOARDED,
2026-01-11 00:00:00,M01442,DEVICE_REMOVED,D05563
2026-01-11 00:00:00,M00149,DEVICE_REMOVED,D05734
2026-01-11 00:00:00,M00316,MERCHANT_ONBOARDED,
2026-01-11 00:00:00,M01400,MERCHANT_ONBOARDED,
2026-01-11 00:00:00,M02701,DEVICE_REMOVED,D04375
2026-01-11 00:00:00,M03724,DEVICE_ADDED,D04665
2026-01-11 00:00:00,M00664,DEVICE_REMOVED,D07207
2026-01-11 00:00:00,M00664,DEVICE_ADDED,D08048
2026-01-11 00:00:00,M04810,NETWORK_JOINED,I_MULE_0365
2026-01-11 00:00:00,M01442,DEVICE_ADDED,D03327
2026-01-11 00:00:00,M01071,DEVICE_REMOVED,D09940
2026-01-11 00:00:00,M01071,DEVICE_ADDED,D02065
2026-01-11 00:00:00,M03724,DEVICE_REMOVED,D07310
2026-01-11 00:00:00,M03457,MERCHANT_ONBOARDED,
2026-01-11 00:00:00,M04993,MERCHANT_ONBOARDED,
2026-01-11 00:00:00,M03991,DEVICE_ADDED,D00175
2026-01-11 00:00:00,M03991,DEVICE_REMOVED,D03839
2026-01-11 00:00:00,M03916,MERCHANT_ONBOARDED,
2026-01-11 00:00:00,M00235,MERCHANT_ONBOARDED,
2026-01-11 00:00:00,M00694,MERCHANT_ONBOARDED,
2026-01-11 00:00:00,M03126,DEVICE_ADDED,D09054
2026-01-11 00:00:00,M03010,MERCHANT_ONBOARDED,
2026-01-11 00:00:00,M03793,DEVICE_REMOVED,D09791
2026-01-11 00:00:00,M00149,DEVICE_ADDED,D09792
2026-01-11 00:00:00,M03793,DEVICE_ADDED,D09085
2026-01-11 00:00:00,M03630,DEVICE_ADDED,D00373
2026-01-11 00:00:00,M01124,MERCHANT_ONBOARDED,
2026-01-11 00:00:00,M03603,MERCHANT_ONBOARDED,
2026-01-11 00:00:00,M03630,DEVICE_REMOVED,D03185
2026-01-11 00:00:00,M00606,DEVICE_REMOVED,D00226
2026-01-11 00:00:00,M00242,MERCHANT_ONBOARDED,
2026-01-11 00:00:00,M00606,DEVICE_ADDED,D02795
2026-01-11 00:00:00,M03126,DEVICE_REMOVED,D00744
2026-01-11 00:00:00,M02946,DEVICE_REMOVED,D09483
2026-01-11 00:00:00,M01949,MERCHANT_ONBOARDED,
2026-01-11 00:00:00,M02946,DEVICE_ADDED,D05576
2026-01-11 00:00:00,M04534,DEVICE_ADDED,D04010
2026-01-11 00:00:00,M04773,MERCHANT_ONBOARDED,
2026-01-11 00:00:00,M04926,MERCHANT_ONBOARDED,
2026-01-11 00:00:00,M04534,DEVICE_REMOVED,D06042
2026-01-12 00:00:00,M02432,NETWORK_JOINED,I_MULE_0157
2026-01-12 00:00:00,M03967,DEVICE_ADDED,D01569
2026-01-12 00:00:00,M02193,MERCHANT_ONBOARDED,
2026-01-12 00:00:00,M02600,MERCHANT_ONBOARDED,
2026-01-12 00:00:00,M00034,MERCHANT_ONBOARDED,
2026-01-12 00:00:00,M00040,MERCHANT_ONBOARDED,
2026-01-12 00:00:00,M02155,MERCHANT_ONBOARDED,
2026-01-12 00:00:00,M02363,MERCHANT_ONBOARDED,
2026-01-12 00:00:00,M01854,MERCHANT_ONBOARDED,
2026-01-12 00:00:00,M03967,DEVICE_REMOVED,D02858
2026-01-12 00:00:00,M03237,MERCHANT_ONBOARDED,
2026-01-12 00:00:00,M02123,DEVICE_ADDED,D09945
2026-01-12 00:00:00,M00970,DEVICE_REMOVED,D07040
2026-01-12 00:00:00,M00252,DEVICE_REMOVED,D06943
2026-01-12 00:00:00,M02967,MERCHANT_ONBOARDED,
2026-01-12 00:00:00,M03193,MERCHANT_ONBOARDED,
2026-01-12 00:00:00,M00252,DEVICE_ADDED,D08011
2026-01-12 00:00:00,M01008,MERCHANT_ONBOARDED,
2026-01-12 00:00:00,M00452,DEVICE_REMOVED,D05188
2026-01-12 00:00:00,M02297,DEVICE_REMOVED,D04508
2026-01-12 00:00:00,M03475,MERCHANT_ONBOARDED,
2026-01-12 00:00:00,M00970,DEVICE_ADDED,D01837
2026-01-12 00:00:00,M00452,DEVICE_ADDED,D09613
2026-01-12 00:00:00,M02386,DEVICE_REMOVED,D00766
2026-01-12 00:00:00,M02386,DEVICE_ADDED,D00091
2026-01-12 00:00:00,M01083,MERCHANT_ONBOARDED,
2026-01-12 00:00:00,M04318,DEVICE_ADDED,D07995
2026-01-12 00:00:00,M04318,DEVICE_REMOVED,D09525
2026-01-12 00:00:00,M02297,DEVICE_ADDED,D00738
2026-01-12 00:00:00,M02123,DEVICE_REMOVED,D06132
2026-01-13 00:00:00,M01384,DEVICE_REMOVED,D01005
2026-01-13 00:00:00,M01340,DEVICE_ADDED,D05376
2026-01-13 00:00:00,M03118,MERCHANT_ONBOARDED,
2026-01-13 00:00:00,M00086,MERCHANT_ONBOARDED,
2026-01-13 00:00:00,M04657,DEVICE_ADDED,D07407
2026-01-13 00:00:00,M02323,DEVICE_REMOVED,D08880
2026-01-13 00:00:00,M03818,DEVICE_ADDED,D00674
2026-01-13 00:00:00,M03818,DEVICE_REMOVED,D09659
2026-01-13 00:00:00,M01531,DEVICE_ADDED,D09660
2026-01-13 00:00:00,M04657,DEVICE_REMOVED,D07376
2026-01-13 00:00:00,M02313,DEVICE_ADDED,D06565
2026-01-13 00:00:00,M04918,MERCHANT_ONBOARDED,
2026-01-13 00:00:00,M00963,MERCHANT_ONBOARDED,
2026-01-13 00:00:00,M02313,DEVICE_REMOVED,D09022
2026-01-13 00:00:00,M01652,MERCHANT_ONBOARDED,
2026-01-13 00:00:00,M02323,DEVICE_ADDED,D05484
2026-01-13 00:00:00,M01384,DEVICE_ADDED,D03922
2026-01-13 00:00:00,M02719,DEVICE_ADDED,D09322
2026-01-13 00:00:00,M04947,MERCHANT_ONBOARDED,
2026-01-13 00:00:00,M04365,DEVICE_REMOVED,D04073
2026-01-13 00:00:00,M04365,DEVICE_ADDED,D06452
2026-01-13 00:00:00,M02719,DEVICE_REMOVED,D04272
2026-01-13 00:00:00,M02268,NETWORK_JOINED,I_MULE_0155
2026-01-13 00:00:00,M01531,DEVICE_REMOVED,D06336
2026-01-13 00:00:00,M01340,DEVICE_REMOVED,D01264
2026-01-13 00:00:00,M04342,MERCHANT_ONBOARDED,
2026-01-13 00:00:00,M01841,DEVICE_ADDED,D05298
2026-01-13 00:00:00,M04126,NETWORK_JOINED,I_MULE_0435
2026-01-13 00:00:00,M02507,MERCHANT_ONBOARDED,
2026-01-13 00:00:00,M02978,MERCHANT_ONBOARDED,
2026-01-13 00:00:00,M00091,MERCHANT_ONBOARDED,
2026-01-13 00:00:00,M04308,DEVICE_REMOVED,D00172
2026-01-13 00:00:00,M02723,NETWORK_JOINED,I_MULE_0364
2026-01-13 00:00:00,M02023,MERCHANT_ONBOARDED,
2026-01-13 00:00:00,M04308,DEVICE_ADDED,D04374
2026-01-13 00:00:00,M01841,DEVICE_REMOVED,D01171
2026-01-14 00:00:00,M03981,DEVICE_REMOVED,D07791
