merchant_id,network_id,is_mule,mule_type
M00145,,0,
M00146,,0,
M00147,,0,
M00148,,0,
M00149,,0,
M00150,N029,1,TYPE_A_RAPID_FORMATION
M00151,,0,
M00152,,0,
M00153,,0,
M00154,,0,
M00155,,0,
M00156,,0,
M00157,,0,
M00158,,0,
M00159,,0,
M00160,,0,
M00161,,0,
M00162,,0,
M00163,,0,
M00164,,0,
M00165,,0,
M00166,,0,
M00167,,0,
M00168,,0,
M00169,N030,1,TYPE_B_GRADUAL_EXPANSION
M00170,,0,
M00171,,0,
M00172,,0,
M00173,,0,
M00174,,0,
M00175,,0,
M00176,,0,
M00177,,0,
M00178,,0,
M00179,,0,
M00180,N008,1,TYPE_D_BEHAVIORAL_TRANSITION
M00181,,0,
M00182,,0,
M00183,,0,
M00184,,0,
M00185,,0,
M00186,,0,
M00187,,0,
M00188,,0,
M00189,,0,
M00190,,0,
M00191,,0,
M00192,,0,
M00193,,0,
M00194,,0,
M00195,,0,
M00196,,0,
M00197,,0,
M00198,,0,
M00199,,0,
M00200,,0,
M00201,,0,
M00202,,0,
M00203,,0,
M00204,,0,
M00205,,0,
M00206,N010,1,TYPE_B_GRADUAL_EXPANSION
M00207,,0,
M00208,,0,
M00209,N025,1,TYPE_A_RAPID_FORMATION
M00210,,0,
M00211,,0,
M00212,,0,
M00213,,0,
M00214,,0,
M00215,,0,
M00216,,0,
M00217,,0,
M00218,,0,
M00219,,0,
M00220,,0,
M00221,,0,
M00222,,0,
M00223,,0,
M00224,,0,
M00225,,0,
M00226,,0,
M00227,,0,
M00228,,0,
M00229,,0,
M00230,,0,
M00231,,0,
M00232,,0,
M00233,,0,
M00234,,0,
M00235,,0,
M00236,,0,
M00237,,0,
M00238,,0,
M00239,,0,
M00240,,0,
M00241,,0,
M00242,,0,
M00243,,0,
M00244,,0,
M00245,,0,
M00246,,0,
M00247,,0,
M00248,,0,
M00249,,0,
M00250,,0,
M00251,,0,
M00252,,0,
M00253,,0,
M00254,,0,
M00255,,0,
M00256,,0,
M00257,,0,
M00258,,0,
M00259,,0,
M00260,,0,
M00261,,0,
M00262,,0,
M00263,,0,
M00264,,0,
M00265,,0,
M00266,,0,
M00267,,0,
M00268,,0,
M00269,,0,
M00270,,0,
M00271,,0,
M00272,,0,
M00273,,0,
M00274,,0,
M00275,,0,
M00276,,0,
M00277,,0,
M00278,,0,
M00279,,0,
M00280,,0,
M00281,,0,
M00282,,0,
M00283,N025,1,TYPE_A_RAPID_FORMATION
M00284,,0,
M00285,,0,
M00286,,0,
M00287,,0,
M00288,,0,
M00289,,0,
M00290,,0,
M00291,,0,
M00292,,0,
M00293,,0,
M00294,,0,
M00295,,0,
M00296,,0,
M00297,,0,
M00298,,0,
M00299,,0,
M00300,,0,
M00301,,0,
M00302,,0,
M00303,N002,1,TYPE_B_GRADUAL_EXPANSION
M00304,,0,
M00305,,0,
M00306,,0,
M00307,,0,
M00308,,0,
M00309,,0,
M00310,,0,
M00311,,0,
M00312,,0,
M00313,,0,
M00314,,0,
M00315,,0,
M00316,,0,
M00317,,0,
M00318,,0,
M00319,,0,
M00320,,0,
M00321,,0,
M00322,,0,
M00323,N006,1,TYPE_B_GRADUAL_EXPANSION
M00324,N022,1,TYPE_B_GRADUAL_EXPANSION
M00325,,0,
M00326,,0,
M00327,,0,
M00328,,0,
M00329,,0,
M00330,,0,
M00331,,0,
M00332,,0,
M00333,,0,
M00334,,0,
M00335,,0,
M00336,,0,
M00337,,0,
M00338,,0,
M00339,,0,
M00340,,0,
M00341,,0,
M00342,,0,
M00343,,0,
M00344,,0,
M00345,,0,
M00346,,0,
M00347,,0,
M00348,,0,
M00349,,0,
M00350,,0,
M00351,,0,
M00352,,0,
M00353,,0,
M00354,,0,
M00355,,0,
M00356,,0,
M00357,,0,
M00358,,0,
M00359,,0,
M00360,,0,
M00361,,0,
M00362,,0,
M00363,,0,
M00364,,0,
M00365,N015,1,TYPE_C_INFRASTRUCTURE_CONVERGENCE
M00366,,0,
M00367,,0,
M00368,,0,
M00369,,0,
M00370,,0,
M00371,,0,
M00372,,0,
M00373,,0,
M00374,,0,
M00375,,0,
M00376,,0,
M00377,,0,
M00378,,0,
M00379,,0,
M00380,,0,
M00381,,0,
M00382,,0,
M00383,N023,1,TYPE_C_INFRASTRUCTURE_CONVERGENCE
M00384,,0,
M00385,,0,
M00386,,0,
M00387,,0,
M00388,,0,
M00389,,0,
M00390,N048,1,TYPE_D_BEHAVIORAL_TRANSITION
M00391,,0,
M00392,,0,
M00393,,0,
M00394,,0,
M00395,,0,
M00396,,0,
M00397,,0,
M00398,,0,
M00399,,0,
M00400,,0,
M00401,,0,
M00402,,0,
M00403,,0,
M00404,,0,
M00405,N043,1,TYPE_C_INFRASTRUCTURE_CONVERGENCE
M00406,,0,
M00407,,0,
M00408,,0,
M00409,,0,
M00410,,0,
M00411,,0,
M00412,N019,1,TYPE_C_INFRASTRUCTURE_CONVERGENCE
M00413,,0,
M00414,,0,
M00415,,0,
M00416,,0,
M00417,,0,
M00418,N002,1,TYPE_B_GRADUAL_EXPANSION
M00419,,0,
M00420,N027,1,TYPE_C_INFRASTRUCTURE_CONVERGENCE
M00421,,0,
M00422,,0,
M00423,,0,
M00424,,0,
M00425,,0,
M00426,,0,
M00427,,0,
M00428,,0,
M00429,,0,
M00430,N039,1,TYPE_C_INFRASTRUCTURE_CONVERGENCE
M00431,,0,
M00432,,0,
M00433,,0,
M00434,,0,
M00435,,0,
M00436,,0,
M00437,N043,1,TYPE_C_INFRASTRUCTURE_CONVERGENCE
M00438,N050,1,TYPE_B_GRADUAL_EXPANSION
M00439,N001,1,TYPE_A_RAPID_FORMATION
M00440,,0,
M00441,,0,
M00442,,0,
M00443,,0,
M00444,N041,1,TYPE_A_RAPID_FORMATION
M00445,,0,
M00446,,0,
M00447,,0,
M00448,,0,
M00449,,0,
M00450,,0,
M00451,,0,
M00452,,0,
M00453,,0,
M00454,,0,
M00455,,0,
M00456,,0,
M00457,,0,
M00458,,0,
M00459,,0,
M00460,,0,
M00461,,0,
M00462,,0,
M00463,,0,
M00464,,0,
M00465,,0,
M00466,N015,1,TYPE_C_INFRASTRUCTURE_CONVERGENCE
M00467,,0,
M00468,,0,
M00469,N037,1,TYPE_A_RAPID_FORMATION
M00470,,0,
M00471,,0,
M00472,,0,
M00473,,0,
M00474,,0,
M00475,N035,1,TYPE_C_INFRASTRUCTURE_CONVERGENCE
M00476,,0,
M00477,,0,
M00478,,0,
M00479,,0,
M00480,,0,
M00481,,0,
M00482,,0,
M00483,,0,
M00484,,0,
M00485,,0,
M00486,,0,
M00487,,0,
M00488,,0,
M00489,,0,
M00490,,0,
M00491,,0,
M00492,,0,
M00493,,0,
M00494,,0,
M00495,,0,
M00496,,0,
M00497,,0,
M00498,,0,
M00499,,0,
M00500,,0,
M00501,,0,
M00502,,0,
M00503,,0,
M00504,,0,
M00505,,0,
M00506,,0,
M00507,,0,
M00508,,0,
M00509,,0,
M00510,,0,
M00511,,0,
M00512,,0,
M00513,N022,1,TYPE_B_GRADUAL_EXPANSION
M00514,,0,
M00515,,0,
M00516,,0,
M00517,,0,
M00518,N054,1,TYPE_B_GRADUAL_EXPANSION
M00519,,0,
M00520,,0,
M00521,,0,
M00522,,0,
M00523,,0,
M00524,,0,
M00525,,0,
M00526,,0,
M00527,,0,
M00528,,0,
M00529,,0,
M00530,,0,
M00531,,0,
M00532,,0,
M00533,,0,
M00534,,0,
M00535,,0,
M00536,,0,
M00537,,0,
M00538,,0,
M00539,,0,
M00540,,0,
M00541,,0,
M00542,,0,
M00543,,0,
M00544,,0,
M00545,,0,
M00546,,0,
M00547,,0,
M00548,,0,
M00549,,0,
M00550,,0,
M00551,,0,
M00552,,0,
M00553,N028,1,TYPE_D_BEHAVIORAL_TRANSITION
M00554,,0,
M00555,,0,
M00556,,0,
M00557,,0,
M00558,,0,
M00559,,0,
M00560,,0,
M00561,,0,
M00562,,0,
M00563,,0,
M00564,,0,
M00565,,0,
M00566,,0,
M00567,,0,
M00568,,0,
M00569,,0,
M00570,,0,
M00571,,0,
M00572,,0,
M00573,,0,
M00574,,0,
M00575,,0,
M00576,,0,
M00577,,0,
M00578,N016,1,TYPE_D_BEHAVIORAL_TRANSITION
M00579,,0,
M00580,,0,
M00581,,0,
M00582,,0,
M00583,,0,
M00584,,0,
M00585,,0,
M00586,,0,
M00587,,0,
M00588,,0,
M00589,,0,
M00590,,0,
M00591,,0,
M00592,,0,
M00593,,0,
M00594,,0,
M00595,,0,
M00596,,0,
M00597,,0,
M00598,,0,
M00599,,0,
M00600,,0,
M00601,,0,
M00602,,0,
M00603,,0,
M00604,,0,
M00605,N007,1,TYPE_C_INFRASTRUCTURE_CONVERGENCE
M00606,,0,
M00607,,0,
M00608,,0,
M00609,,0,
M00610,,0,
M00611,,0,
M00612,,0,
M00613,,0,
M00614,N042,1,TYPE_B_GRADUAL_EXPANSION
M00615,,0,
M00616,,0,
M00617,,0,
M00618,,0,
M00619,,0,
M00620,,0,
M00621,N047,1,TYPE_C_INFRASTRUCTURE_CONVERGENCE
M00622,,0,
M00623,,0,
M00624,,0,
M00625,,0,
M00626,,0,
M00627,,0,
M00628,N001,1,TYPE_A_RAPID_FORMATION
M00629,,0,
M00630,,0,
M00631,,0,
M00632,,0,
M00633,,0,
M00634,,0,
M00635,,0,
M00636,,0,
M00637,,0,
M00638,,0,
M00639,,0,
M00640,,0,
M00641,,0,
M00642,,0,
M00643,,0,
M00644,,0,
M00645,,0,
M00646,,0,
M00647,,0,
M00648,,0,
M00649,,0,
M00650,,0,
M00651,,0,
M00652,,0,
M00653,,0,
M00654,,0,
M00655,,0,
M00656,,0,
M00657,,0,
M00658,,0,
M00659,,0,
M00660,,0,
M00661,,0,
M00662,,0,
M00663,,0,
M00664,,0,
M00665,,0,
M00666,,0,
M00667,,0,
M00668,,0,
M00669,,0,
M00670,,0,
M00671,N052,1,TYPE_D_BEHAVIORAL_TRANSITION
M00672,,0,
M00673,,0,
M00674,N014,1,TYPE_B_GRADUAL_EXPANSION
M00675,,0,
M00676,,0,
M00677,,0,
M00678,,0,
M00679,,0,
M00680,,0,
M00681,,0,
M00682,,0,
M00683,,0,
M00684,,0,
M00685,,0,
M00686,,0,
M00687,,0,
M00688,,0,
M00689,,0,
M00690,,0,
M00691,,0,
M00692,,0,
M00693,N016,1,TYPE_D_BEHAVIORAL_TRANSITION
M00694,,0,
M00695,,0,
M00696,,0,
M00697,,0,
M00698,,0,
M00699,,0,
M00700,,0,
M00701,,0,
M00702,,0,
M00703,,0,
M00704,,0,
M00705,,0,
M00706,,0,
M00707,,0,
M00708,,0,
M00709,,0,
M00710,,0,
M00711,,0,
M00712,,0,
M00713,,0,
M00714,,0,
M00715,,0,
M00716,,0,
M00717,N017,1,TYPE_A_RAPID_FORMATION
M00718,,0,
M00719,,0,
M00720,,0,
M00721,,0,
M00722,,0,
M00723,,0,
M00724,,0,
M00725,,0,
M00726,,0,
M00727,,0,
M00728,,0,
M00729,,0,
M00730,,0,
M00731,,0,
M00732,,0,
M00733,,0,
M00734,,0,
M00735,N027,1,TYPE_C_INFRASTRUCTURE_CONVERGENCE
M00736,,0,
M00737,,0,
M00738,,0,
M00739,,0,
M00740,,0,
M00741,,0,
M00742,,0,
M00743,,0,
M00744,N024,1,TYPE_D_BEHAVIORAL_TRANSITION
M00745,,0,
M00746,,0,
M00747,,0,
M00748,,0,
M00749,,0,
M00750,,0,
M00751,,0,
M00752,,0,
M00753,,0,
M00754,N015,1,TYPE_C_INFRASTRUCTURE_CONVERGENCE
M00755,,0,
M00756,,0,
M00757,,0,
M00758,,0,
M00759,,0,
M00760,,0,
M00761,,0,
M00762,,0,
M00763,,0,
M00764,,0,
M00765,,0,
M00766,,0,
M00767,,0,
M00768,,0,
M00769,N018,1,TYPE_B_GRADUAL_EXPANSION
M00770,,0,
M00771,,0,
M00772,,0,
M00773,,0,
M00774,,0,
M00775,,0,
M00776,,0,
M00777,,0,
M00778,,0,
M00779,,0,
M00780,,0,
M00781,,0,
M00782,,0,
M00783,,0,
M00784,N011,1,TYPE_C_INFRASTRUCTURE_CONVERGENCE
M00785,,0,
M00786,,0,
M00787,N043,1,TYPE_C_INFRASTRUCTURE_CONVERGENCE
M00788,,0,
M00789,,0,
M00790,,0,
M00791,,0,
M00792,,0,
M00793,,0,
M00794,,0,
M00795,,0,
M00796,,0,
M00797,,0,
M00798,,0,
M00799,,0,
M00800,,0,
M00801,,0,
M00802,,0,
M00803,,0,
M00804,N028,1,TYPE_D_BEHAVIORAL_TRANSITION
M00805,,0,
M00806,,0,
M00807,,0,
M00808,,0,
M00809,,0,
M00810,,0,
M00811,,0,
M00812,,0,
M00813,N014,1,TYPE_B_GRADUAL_EXPANSION
M00814,,0,
M00815,,0,
M00816,,0,
M00817,,0,
M00818,,0,
M00819,,0,
M00820,,0,
M00821,,0,
M00822,,0,
M00823,,0,
M00824,,0,
M00825,,0,
M00826,,0,
M00827,,0,
M00828,,0,
M00829,,0,
M00830,,0,
M00831,,0,
M00832,,0,
M00833,,0,
M00834,,0,
M00835,,0,
M00836,,0,
M00837,,0,
M00838,,0,
M00839,,0,
M00840,,0,
M00841,,0,
M00842,,0,
M00843,,0,
M00844,,0,
M00845,,0,
M00846,,0,
M00847,N048,1,TYPE_D_BEHAVIORAL_TRANSITION
M00848,,0,
M00849,,0,
M00850,,0,
M00851,,0,
M00852,,0,
M00853,,0,
M00854,,0,
M00855,,0,
M00856,,0,
M00857,,0,
M00858,,0,
M00859,,0,
M00860,,0,
M00861,,0,
M00862,,0,
M00863,N048,1,TYPE_D_BEHAVIORAL_TRANSITION
M00864,,0,
M00865,,0,
M00866,,0,
M00867,,0,
M00868,,0,
M00869,N003,1,TYPE_C_INFRASTRUCTURE_CONVERGENCE
M00870,,0,
M00871,,0,
M00872,N010,1,TYPE_B_GRADUAL_EXPANSION
M00873,,0,
M00874,,0,
M00875,,0,
M00876,,0,
M00877,,0,
M00878,,0,
M00879,,0,
M00880,,0,
M00881,,0,
M00882,,0,
M00883,,0,
M00884,,0,
M00885,,0,
M00886,,0,
M00887,,0,
M00888,,0,
M00889,N015,1,TYPE_C_INFRASTRUCTURE_CONVERGENCE
M00890,,0,
M00891,,0,
M00892,,0,
M00893,,0,
M00894,,0,
M00895,,0,
M00896,,0,
M00897,,0,
M00898,,0,
M00899,,0,
M00900,,0,
M00901,,0,
M00902,,0,
M00903,,0,
M00904,,0,
M00905,N018,1,TYPE_B_GRADUAL_EXPANSION
M00906,,0,
M00907,,0,
M00908,,0,
M00909,,0,
M00910,,0,
M00911,,0,
M00912,,0,
M00913,,0,
M00914,,0,
M00915,,0,
M00916,,0,
M00917,,0,
M00918,,0,
M00919,,0,
M00920,,0,
M00921,,0,
M00922,,0,
M00923,,0,
M00924,,0,
M00925,N005,1,TYPE_A_RAPID_FORMATION
M00926,,0,
M00927,,0,
M00928,,0,
M00929,,0,
M00930,,0,
M00931,,0,
M00932,,0,
M00933,N013,1,TYPE_A_RAPID_FORMATION
M00934,,0,
M00935,,0,
M00936,,0,
M00937,,0,
M00938,,0,
M00939,,0,
M00940,,0,
M00941,,0,
M00942,,0,
M00943,,0,
M00944,,0,
M00945,,0,
M00946,,0,
M00947,,0,
M00948,,0,
M00949,N017,1,TYPE_A_RAPID_FORMATION
M00950,,0,
M00951,,0,
M00952,,0,
M00953,,0,
M00954,,0,
M00955,,0,
M00956,,0,
M00957,,0,
M00958,,0,
M00959,,0,
M00960,N027,1,TYPE_C_INFRASTRUCTURE_CONVERGENCE
M00961,,0,
M00962,,0,
M00963,,0,
M00964,,0,
M00965,,0,
M00966,,0,
M00967,,0,
M00968,,0,
M00969,,0,
M00970,,0,
M00971,,0,
M00972,,0,
M00973,,0,
M00974,,0,
M00975,,0,
M00976,,0,
M00977,,0,
M00978,,0,
M00979,,0,
M00980,,0,
M00981,,0,
M00982,,0,
M00983,,0,
M00984,,0,
M00985,,0,
M00986,,0,
M00987,,0,
M00988,,0,
M00989,,0,
M00990,,0,
M00991,,0,
M00992,,0,
M00993,,0,
M00994,,0,
M00995,,0,
M00996,,0,
M00997,N014,1,TYPE_B_GRADUAL_EXPANSION
M00998,,0,
M00999,,0,
M01000,,0,
M01001,,0,
M01002,,0,
M01003,,0,
M01004,,0,
M01005,,0,
M01006,,0,
M01007,,0,
M01008,,0,
M01009,,0,
M01010,,0,
M01011,,0,
M01012,,0,
M01013,,0,
M01014,,0,
M01015,,0,
M01016,,0,
M01017,,0,
M01018,,0,
M01019,,0,
M01020,,0,
M01021,,0,
M01022,,0,
M01023,,0,
M01024,,0,
M01025,,0,
M01026,,0,
M01027,,0,
M01028,,0,
M01029,,0,
M01030,,0,
M01031,,0,
M01032,,0,
M01033,,0,
M01034,,0,
M01035,,0,
M01036,,0,
M01037,,0,
M01038,,0,
M01039,,0,
M01040,N011,1,TYPE_C_INFRASTRUCTURE_CONVERGENCE
M01041,,0,
M01042,,0,
M01043,,0,
M01044,,0,
M01045,,0,
M01046,,0,
M01047,,0,
M01048,,0,
M01049,,0,
M01050,,0,
M01051,,0,
M01052,,0,
M01053,,0,
M01054,,0,
M01055,,0,
M01056,,0,
M01057,,0,
M01058,,0,
M01059,,0,
M01060,,0,
M01061,,0,
M01062,,0,
M01063,,0,
M01064,,0,
M01065,,0,
M01066,,0,
M01067,,0,
M01068,,0,
M01069,,0,
M01070,,0,
M01071,,0,
M01072,,0,
M01073,,0,
M01074,,0,
M01075,,0,
M01076,N058,1,TYPE_B_GRADUAL_EXPANSION
M01077,,0,
M01078,,0,
M01079,,0,
M01080,,0,
M01081,,0,
M01082,,0,
M01083,,0,
M01084,,0,
M01085,N046,1,TYPE_B_GRADUAL_EXPANSION
M01086,,0,
M01087,,0,
M01088,,0,
M01089,,0,
M01090,,0,
M01091,,0,
M01092,,0,
M01093,,0,
M01094,,0,
M01095,,0,
M01096,,0,
M01097,,0,
M01098,,0,
M01099,,0,
M01100,,0,
M01101,,0,
M01102,,0,
M01103,,0,
M01104,,0,
M01105,,0,
M01106,,0,
M01107,,0,
M01108,,0,
M01109,,0,
M01110,,0,
M01111,,0,
M01112,,0,
M01113,,0,
M01114,,0,
M01115,,0,
M01116,,0,
M01117,,0,
M01118,,0,
M01119,,0,
M01120,,0,
M01121,,0,
M01122,,0,
M01123,,0,
M01124,,0,
M01125,,0,
M01126,,0,
M01127,,0,
M01128,,0,
M01129,,0,
M01130,,0,
M01131,,0,
M01132,,0,
M01133,,0,
M01134,,0,
M01135,N052,1,TYPE_D_BEHAVIORAL_TRANSITION
M01136,,0,
M01137,,0,
M01138,,0,
M01139,,0,
M01140,,0,
M01141,,0,
M01142,,0,
M01143,,0,
M01144,,0,
M01145,,0,
M01146,,0,
M01147,,0,
M01148,,0,
M01149,,0,
M01150,N008,1,TYPE_D_BEHAVIORAL_TRANSITION
M01151,,0,
M01152,,0,
M01153,,0,
M01154,,0,
M01155,,0,
M01156,,0,
M01157,,0,
M01158,,0,
M01159,,0,
M01160,,0,
M01161,,0,
M01162,,0,
M01163,,0,
M01164,,0,
M01165,,0,
M01166,,0,
M01167,,0,
M01168,N030,1,TYPE_B_GRADUAL_EXPANSION
M01169,,0,
M01170,,0,
M01171,,0,
M01172,,0,
M01173,,0,
M01174,,0,
M01175,,0,
M01176,,0,
M01177,,0,
M01178,,0,
M01179,,0,
M01180,,0,
M01181,,0,
M01182,,0,
M01183,N012,1,TYPE_D_BEHAVIORAL_TRANSITION
M01184,,0,
M01185,,0,
M01186,,0,
M01187,,0,
M01188,,0,
M01189,,0,
M01190,,0,
M01191,,0,
M01192,,0,
M01193,,0,
M01194,,0,
M01195,,0,
M01196,,0,
M01197,,0,
M01198,,0,
M01199,,0,
M01200,,0,
M01201,,0,
M01202,,0,
M01203,,0,
M01204,,0,
M01205,,0,
M01206,,0,
M01207,,0,
M01208,,0,
M01209,,0,
M01210,,0,
M01211,,0,
M01212,,0,
M01213,,0,
M01214,,0,
M01215,,0,
M01216,,0,
M01217,,0,
M01218,,0,
M01219,,0,
M01220,,0,
M01221,,0,
M01222,,0,
M01223,,0,
M01224,,0,
M01225,,0,
M01226,,0,
M01227,,0,
M01228,,0,
M01229,,0,
M01230,,0,
M01231,,0,
M01232,,0,
M01233,,0,
M01234,,0,
M01235,,0,
M01236,,0,
M01237,,0,
M01238,,0,
M01239,,0,
M01240,,0,
M01241,,0,
M01242,,0,
M01243,,0,
M01244,,0,
M01245,,0,
M01246,,0,
M01247,,0,
M01248,,0,
M01249,,0,
M01250,,0,
M01251,,0,
M01252,,0,
M01253,,0,
M01254,,0,
M01255,,0,
M01256,,0,
M01257,,0,
M01258,,0,
M01259,,0,
M01260,,0,
M01261,,0,
M01262,,0,
M01263,,0,
M01264,,0,
M01265,,0,
M01266,,0,
M01267,,0,
M01268,,0,
M01269,,0,
M01270,,0,
M01271,,0,
M01272,,0,
M01273,,0,
M01274,,0,
M01275,,0,
M01276,,0,
M01277,,0,
M01278,,0,
M01279,,0,
M01280,,0,
M01281,,0,
M01282,,0,
M01283,N009,1,TYPE_A_RAPID_FORMATION
M01284,,0,
M01285,,0,
M01286,,0,
M01287,,0,
M01288,,0,
M01289,,0,
M01290,,0,
M01291,,0,
M01292,,0,
M01293,,0,
M01294,N009,1,TYPE_A_RAPID_FORMATION
M01295,,0,
M01296,,0,
M01297,,0,
M01298,,0,
M01299,,0,
M01300,,0,
M01301,,0,
M01302,,0,
M01303,,0,
M01304,,0,
M01305,N055,1,TYPE_C_INFRASTRUCTURE_CONVERGENCE
M01306,,0,
M01307,,0,
M01308,,0,
M01309,,0,
M01310,,0,
M01311,,0,
M01312,N053,1,TYPE_A_RAPID_FORMATION
M01313,,0,
M01314,,0,
M01315,,0,
M01316,,0,
M01317,,0,
M01318,,0,
M01319,,0,
M01320,,0,
M01321,,0,
M01322,,0,
M01323,,0,
M01324,,0,
M01325,,0,
M01326,,0,
M01327,,0,
M01328,,0,
M01329,,0,
M01330,,0,
M01331,,0,
M01332,,0,
M01333,N015,1,TYPE_C_INFRASTRUCTURE_CONVERGENCE
M01334,N003,1,TYPE_C_INFRASTRUCTURE_CONVERGENCE
M01335,,0,
M01336,,0,
M01337,,0,
M01338,,0,
M01339,N055,1,TYPE_C_INFRASTRUCTURE_CONVERGENCE
M01340,N009,1,TYPE_A_RAPID_FORMATION
M01341,,0,
M01342,,0,
M01343,,0,
M01344,,0,
M01345,,0,
M01346,,0,
M01347,,0,
M01348,,0,
M01349,,0,
M01350,,0,
M01351,,0,
M01352,,0,
M01353,,0,
M01354,,0,
M01355,,0,
M01356,,0,
M01357,,0,
M01358,,0,
M01359,,0,
M01360,,0,
M01361,,0,
M01362,,0,
M01363,,0,
M01364,,0,
M01365,,0,
M01366,N046,1,TYPE_B_GRADUAL_EXPANSION
M01367,,0,
M01368,,0,
M01369,,0,
M01370,,0,
M01371,,0,
M01372,,0,
M01373,,0,
M01374,N008,1,TYPE_D_BEHAVIORAL_TRANSITION
M01375,,0,
M01376,,0,
M01377,,0,
M01378,,0,
M01379,,0,
M01380,,0,
M01381,,0,
M01382,,0,
M01383,N026,1,TYPE_B_GRADUAL_EXPANSION
M01384,,0,
M01385,,0,
M01386,,0,
M01387,,0,
M01388,,0,
M01389,,0,
M01390,,0,
M01391,,0,
M01392,,0,
M01393,,0,
M01394,,0,
M01395,,0,
M01396,,0,
M01397,,0,
M01398,,0,
M01399,,0,
M01400,,0,
M01401,,0,
M01402,,0,
M01403,,0,
M01404,,0,
M01405,,0,
M01406,,0,
M01407,,0,
M01408,,0,
M01409,,0,
M01410,,0,
M01411,,0,
M01412,,0,
M01413,,0,
M01414,,0,
M01415,,0,
M01416,,0,
M01417,,0,
M01418,,0,
M01419,,0,
M01420,,0,
M01421,,0,
M01422,,0,
M01423,N017,1,TYPE_A_RAPID_FORMATION
M01424,,0,
M01425,,0,
M01426,N017,1,TYPE_A_RAPID_FORMATION
M01427,,0,
M01428,,0,
M01429,,0,
M01430,,0,
M01431,,0,
M01432,,0,
M01433,,0,
M01434,,0,
M01435,,0,
M01436,,0,
M01437,,0,
M01438,,0,
M01439,,0,
M01440,,0,
M01441,,0,
M01442,,0,
M01443,,0,
M01444,,0,
M01445,,0,
M01446,,0,
M01447,,0,
M01448,,0,
M01449,,0,
M01450,,0,
M01451,,0,
M01452,,0,
M01453,,0,
M01454,,0,
M01455,,0,
M01456,,0,
M01457,,0,
M01458,,0,
M01459,,0,
M01460,,0,
M01461,,0,
M01462,,0,
M01463,,0,
M01464,,0,
M01465,,0,
M01466,N034,1,TYPE_B_GRADUAL_EXPANSION
M01467,,0,
M01468,,0,
M01469,,0,
M01470,N007,1,TYPE_C_INFRASTRUCTURE_CONVERGENCE
M01471,,0,
M01472,,0,
M01473,,0,
M01474,,0,
M01475,N043,1,TYPE_C_INFRASTRUCTURE_CONVERGENCE
M01476,,0,
M01477,,0,
M01478,,0,
M01479,,0,
M01480,,0,
M01481,,0,
M01482,,0,
M01483,,0,
M01484,,0,
M01485,,0,
M01486,,0,
M01487,,0,
M01488,,0,
M01489,N012,1,TYPE_D_BEHAVIORAL_TRANSITION
