transaction_id,merchant_id,customer_id,timestamp,amount,payment_method,device_id,ip_id,status
T00000090,M0471,C0616,2026-01-20 12:04:42,194.16,netbanking,D0235,IP0541,REFUNDED
T00000091,M0426,C0656,2026-02-26 17:19:51,2506.96,UPI,D0071,IP0221,SUCCESS
T00000092,M0236,C0559,2026-03-04 18:34:45,447.51,UPI,D0101,IP0296,SUCCESS
T00000093,M0410,C1421,2026-01-07 13:23:31,4293.96,card,D0152,IP0189,SUCCESS
T00000094,M0083,C1421,2026-02-09 14:02:01,2441.38,netbanking,D0637,IP0163,SUCCESS
T00000095,M0288,C1166,2026-01-03 17:20:56,760.9,UPI,D0162,IP0561,SUCCESS
T00000096,M0044,C1009,2026-02-24 22:05:20,932.19,card,D0625,IP0744,SUCCESS
T00000097,M0129,C0609,2026-01-11 11:09:25,1553.32,wallet,D0256,IP0372,SUCCESS
T00000098,M0205,C0733,2026-02-14 13:32:40,1352.53,UPI,D0526,IP0147,SUCCESS
T00000099,M0074,C0991,2026-01-10 11:57:28,25597.86,card,D0732,IP0121,SUCCESS
T00000100,M0454,C0803,2026-03-02 14:25:56,2541.48,card,D0151,IP0231,FAILED
T00000101,M0448,C0449,2026-01-15 22:03:22,7596.64,card,D0522,IP0408,SUCCESS
T00000102,M0002,C1123,2026-01-24 06:58:17,212.0,UPI,D0611,IP0505,SUCCESS
T00000103,M0075,C1235,2026-03-28 13:23:58,2030.81,wallet,D0403,IP0342,SUCCESS
T00000104,M0480,C1468,2026-01-19 10:43:26,357.07,UPI,D0616,IP0203,SUCCESS
T00000105,M0001,C0330,2026-01-16 20:36:43,5272.66,card,D0150,IP0339,SUCCESS
T00000106,M0485,C1200,2026-01-03 10:05:45,2087.17,card,D0528,IP0697,SUCCESS
T00000107,M0313,C1118,2026-02-13 18:04:30,7900.89,UPI,D0547,IP0349,SUCCESS
T00000108,M0303,C0291,2026-03-16 22:48:32,1978.9,UPI,D0046,IP0456,SUCCESS
T00000109,M0018,C0910,2026-03-01 16:34:11,1336.52,card,D0273,IP0613,SUCCESS
T00000110,M0208,C1182,2026-01-19 13:11:02,6258.4,card,D0533,IP0457,SUCCESS
T00000111,M0430,C1298,2026-02-25 20:53:49,9548.2,UPI,D0287,IP0480,SUCCESS
T00000112,M0188,C0109,2026-03-01 16:23:26,1847.3,wallet,D0229,IP0021,SUCCESS
T00000113,M0466,C0623,2026-02-20 09:56:34,2052.24,card,D0390,IP0251,SUCCESS
T00000114,M0289,C0737,2026-03-12 17:52:53,212.04,UPI,D0701,IP0579,SUCCESS
T00000115,M0432,C0240,2026-03-28 17:18:06,2979.87,netbanking,D0170,IP0181,SUCCESS
T00000116,M0410,C1116,2026-03-05 12:24:23,7003.95,card,D0323,IP0720,SUCCESS
T00000117,M0261,C0043,2026-01-31 16:59:00,1367.91,UPI,D0243,IP0371,SUCCESS
T00000118,M0430,C1251,2026-02-22 17:16:54,405.47,netbanking,D0541,IP0143,SUCCESS
T00000119,M0444,C0382,2026-03-09 18:56:21,1355.02,netbanking,D0645,IP0075,SUCCESS
T00000120,M0487,C0765,2026-01-27 04:04:57,745.92,wallet,D0570,IP0068,SUCCESS
T00000121,M0056,C0451,2026-01-22 19:52:39,1839.94,netbanking,D0146,IP0143,SUCCESS
T00000122,M0424,C0619,2026-02-24 23:06:43,1695.51,UPI,D0346,IP0596,SUCCESS
T00000123,M0365,C0194,2026-02-22 18:30:14,3341.79,card,D0043,IP0175,SUCCESS
T00000124,M0380,C0370,2026-03-02 20:26:52,3854.26,UPI,D0039,IP0251,SUCCESS
T00000125,M0478,C1179,2026-03-06 19:59:22,3750.74,netbanking,D0293,IP0286,FAILED
T00000126,M0023,C0235,2026-01-09 12:11:25,1779.68,card,D0306,IP0641,SUCCESS
T00000127,M0404,C0617,2026-01-01 03:32:39,1685.27,UPI,D0056,IP0490,SUCCESS
T00000128,M0214,C0101,2026-03-03 17:14:15,1585.41,card,D0035,IP0090,SUCCESS
T00000129,M0333,C0211,2026-02-12 13:04:17,5388.66,UPI,D0134,IP0039,SUCCESS
T00000130,M0143,C0075,2026-01-21 17:34:37,2003.11,card,D0335,IP0601,SUCCESS
T00000131,M0169,C0359,2026-02-02 21:45:06,1753.7,UPI,D0642,IP0448,SUCCESS
T00000132,M0342,C1016,2026-01-28 17:54:47,5330.79,wallet,D0175,IP0518,SUCCESS
T00000133,M0210,C0896,2026-01-15 19:09:35,778.61,UPI,D0250,IP0235,SUCCESS
T00000134,M0169,C0842,2026-02-19 15:56:16,2235.05,UPI,D0642,IP0518,SUCCESS
T00000135,M0019,C0716,2026-03-31 12:14:23,584.72,UPI,D0251,IP0013,SUCCESS
T00000136,M0113,C0453,2026-01-05 17:46:47,1269.09,UPI,D0403,IP0156,SUCCESS
T00000137,M0336,C0120,2026-03-24 16:11:59,8715.97,card,D0626,IP0243,SUCCESS
T00000138,M0229,C0203,2026-02-09 10:21:41,7748.81,card,D0328,IP0327,SUCCESS
T00000139,M0015,C0191,2026-01-14 21:55:11,426.86,UPI,D0304,IP0351,SUCCESS
T00000140,M0203,C1088,2026-02-05 18:10:15,619.48,UPI,D0042,IP0283,SUCCESS
T00000141,M0210,C0595,2026-02-17 13:44:51,1260.33,UPI,D0250,IP0040,SUCCESS
T00000142,M0142,C0902,2026-02-02 12:56:14,393.25,wallet,D0130,IP0644,SUCCESS
T00000143,M0113,C0002,2026-03-17 16:43:36,1132.03,UPI,D0511,IP0635,SUCCESS
T00000144,M0006,C0233,2026-03-09 16:57:43,939.57,card,D0702,IP0276,SUCCESS
T00000145,M0351,C0407,2026-03-21 22:58:03,31112.15,UPI,D0371,IP0081,SUCCESS
T00000146,M0406,C0996,2026-03-19 14:53:52,1410.96,card,D0043,IP0141,SUCCESS
T00000147,M0142,C0139,2026-03-27 20:54:43,474.41,UPI,D0475,IP0469,SUCCESS
T00000148,M0189,C1137,2026-03-04 10:36:53,6112.12,netbanking,D0231,IP0629,SUCCESS
T00000149,M0462,C1453,2026-01-26 07:15:04,2655.57,card,D0031,IP0525,SUCCESS
T00000150,M0487,C1146,2026-02-03 21:48:52,1002.82,UPI,D0570,IP0224,FAILED
T00000151,M0308,C0093,2026-02-28 19:22:47,6452.83,netbanking,D0708,IP0059,SUCCESS
T00000152,M0228,C0103,2026-03-11 23:42:46,604.44,card,D0173,IP0198,SUCCESS
T00000153,M0491,C0545,2026-02-27 18:10:53,3507.14,wallet,D0589,IP0215,SUCCESS
T00000154,M0039,C1477,2026-01-26 16:42:07,2111.07,card,D0541,IP0210,SUCCESS
T00000155,M0169,C0842,2026-02-25 17:30:34,693.25,wallet,D0642,IP0518,SUCCESS
T00000156,M0297,C1199,2026-03-27 15:59:32,2024.58,UPI,D0182,IP0053,SUCCESS
T00000157,M0147,C1182,2026-03-19 13:04:30,1739.52,UPI,D0628,IP0082,SUCCESS
T00000158,M0478,C0929,2026-02-02 23:21:05,7745.28,UPI,D0551,IP0286,SUCCESS
T00000159,M0297,C0796,2026-01-26 23:45:25,2081.55,card,D0573,IP0309,SUCCESS
T00000160,M0453,C1142,2026-02-06 11:54:17,5717.62,UPI,D0704,IP0334,FAILED
T00000161,M0195,C0827,2026-01-14 14:32:25,888.99,card,D0034,IP0264,SUCCESS
T00000162,M0113,C1238,2026-03-15 17:15:40,2507.0,UPI,D0296,IP0635,FAILED
T00000163,M0471,C0859,2026-03-29 12:16:13,371.53,netbanking,D0062,IP0310,SUCCESS
T00000164,M0272,C1296,2026-03-28 15:08:54,11143.81,UPI,D0471,IP0162,SUCCESS
T00000165,M0418,C0848,2026-03-02 22:20:13,3140.77,netbanking,D0155,IP0649,SUCCESS
T00000166,M0176,C0013,2026-03-07 19:28:17,624.48,card,D0376,IP0559,SUCCESS
T00000167,M0077,C0652,2026-03-31 14:46:58,2026.6,wallet,D0229,IP0305,SUCCESS
T00000168,M0353,C0435,2026-03-17 23:45:15,1689.03,UPI,D0399,IP0133,FAILED
T00000169,M0152,C0529,2026-03-14 17:21:41,1166.07,wallet,D0046,IP0612,SUCCESS
T00000170,M0471,C0210,2026-03-31 08:21:48,819.96,card,D0672,IP0541,SUCCESS
T00000171,M0169,C0243,2026-01-18 16:15:08,676.97,wallet,D0642,IP0570,SUCCESS
T00000172,M0167,C0406,2026-01-24 09:48:17,1386.28,netbanking,D0196,IP0680,SUCCESS
T00000173,M0403,C0118,2026-01-22 19:09:08,19007.89,card,D0477,IP0239,SUCCESS
T00000174,M0214,C0430,2026-01-27 13:30:13,2769.81,card,D0655,IP0204,REFUNDED
T00000175,M0109,C0516,2026-01-29 10:54:41,2323.94,UPI,D0242,IP0200,SUCCESS
T00000176,M0145,C0571,2026-01-27 20:28:26,374.67,UPI,D0413,IP0362,FAILED
T00000177,M0365,C0008,2026-03-31 10:48:37,3183.91,card,D0098,IP0228,SUCCESS
T00000178,M0092,C0762,2026-01-31 04:22:27,1371.04,UPI,D0736,IP0262,SUCCESS
T00000179,M0379,C0631,2026-03-01 16:08:19,452.6,UPI,D0072,IP0448,SUCCESS
T00000180,M0480,C0805,2026-01-14 14:30:51,155.34,netbanking,D0695,IP0746,SUCCESS
T00000181,M0102,C0428,2026-02-15 16:04:35,4025.25,card,D0403,IP0449,SUCCESS
T00000182,M0165,C1165,2026-03-20 19:40:24,1411.28,UPI,D0730,IP0165,SUCCESS
T00000183,M0201,C1273,2026-01-08 15:00:59,2801.62,netbanking,D0049,IP0455,SUCCESS
T00000184,M0325,C1081,2026-03-04 14:24:58,917.72,wallet,D0492,IP0614,SUCCESS
T00000185,M0359,C0991,2026-01-03 21:25:29,1913.25,UPI,D0698,IP0026,SUCCESS
T00000186,M0487,C0236,2026-03-20 23:01:39,185.34,wallet,D0738,IP0541,SUCCESS
T00000187,M0491,C0568,2026-02-28 08:51:51,2269.5,card,D0153,IP0215,FAILED
T00000188,M0183,C1058,2026-03-05 23:33:42,618.52,UPI,D0160,IP0097,FAILED
T00000189,M0133,C1496,2026-01-29 19:38:27,7791.04,card,D0276,IP0513,SUCCESS
T00000190,M0147,C1477,2026-01-29 14:07:58,1068.48,UPI,D0347,IP0245,SUCCESS
T00000191,M0337,C0393,2026-01-15 17:54:20,460.87,card,D0243,IP0633,SUCCESS
T00000192,M0159,C0522,2026-02-03 10:53:37,3406.22,netbanking,D0286,IP0622,SUCCESS
T00000193,M0424,C1192,2026-02-01 13:44:06,2440.51,card,D0463,IP0263,SUCCESS
T00000194,M0260,C1095,2026-01-03 20:03:25,4943.69,netbanking,D0578,IP0194,SUCCESS
T00000195,M0008,C0506,2026-03-18 09:50:16,2249.15,UPI,D0485,IP0234,FAILED
T00000196,M0411,C1386,2026-01-29 05:17:43,640.58,netbanking,D0630,IP0498,SUCCESS
T00000197,M0236,C0147,2026-01-13 10:18:49,313.1,card,D0681,IP0296,SUCCESS
T00000198,M0494,C1018,2026-02-13 16:41:54,2683.26,UPI,D0384,IP0480,SUCCESS
T00000199,M0405,C0170,2026-02-16 15:18:17,2485.48,wallet,D0164,IP0351,SUCCESS
T00000200,M0303,C1035,2026-01-18 12:06:53,685.49,UPI,D0660,IP0010,SUCCESS
T00000201,M0090,C0770,2026-03-24 16:11:08,811.65,card,D0345,IP0231,SUCCESS
T00000202,M0296,C1239,2026-03-21 14:26:48,3183.19,UPI,D0546,IP0471,FAILED
T00000203,M0339,C1299,2026-01-29 11:20:11,481.97,UPI,D0132,IP0355,SUCCESS
T00000204,M0442,C1114,2026-01-01 17:48:40,839.13,wallet,D0462,IP0294,SUCCESS
T00000205,M0424,C0323,2026-02-06 09:14:48,1389.16,netbanking,D0442,IP0263,SUCCESS
T00000206,M0478,C0134,2026-02-07 23:28:18,18018.88,UPI,D0551,IP0748,SUCCESS
T00000207,M0382,C1199,2026-02-24 09:06:46,748.32,UPI,D0524,IP0325,SUCCESS
T00000208,M0273,C0561,2026-01-30 23:16:50,592.38,card,D0081,IP0204,SUCCESS
T00000209,M0229,C0781,2026-03-11 23:06:08,8232.11,UPI,D0248,IP0327,FAILED
T00000210,M0269,C1462,2026-01-27 06:40:01,1520.04,UPI,D0352,IP0204,SUCCESS
T00000211,M0173,C0009,2026-01-19 15:49:48,3158.89,card,D0396,IP0377,SUCCESS
T00000212,M0107,C0850,2026-01-05 23:04:22,595.35,card,D0153,IP0584,SUCCESS
T00000213,M0147,C1466,2026-03-26 23:21:47,2239.2,card,D0664,IP0082,SUCCESS
T00000214,M0378,C0712,2026-01-23 15:54:58,565.17,card,D0074,IP0042,SUCCESS
T00000215,M0060,C0994,2026-03-09 23:50:52,971.61,UPI,D0723,IP0084,SUCCESS
T00000216,M0221,C1427,2026-02-13 09:21:03,327.36,card,D0664,IP0019,SUCCESS
T00000217,M0119,C0215,2026-03-05 14:38:48,343.17,UPI,D0740,IP0666,SUCCESS
T00000218,M0374,C0250,2026-01-27 10:08:05,702.11,wallet,D0353,IP0455,SUCCESS
T00000219,M0196,C0840,2026-03-29 14:11:56,2460.04,card,D0018,IP0688,SUCCESS
T00000220,M0296,C1421,2026-02-23 17:09:05,2988.28,UPI,D0403,IP0471,SUCCESS
T00000221,M0430,C0324,2026-03-15 15:58:30,4500.85,UPI,D0429,IP0618,SUCCESS
T00000222,M0297,C1325,2026-02-04 13:49:57,5444.62,card,D0408,IP0509,SUCCESS
T00000223,M0170,C1441,2026-01-17 14:58:44,833.47,UPI,D0302,IP0366,SUCCESS
T00000224,M0329,C1185,2026-03-21 15:14:05,11420.34,card,D0042,IP0128,SUCCESS
T00000225,M0487,C0767,2026-01-10 17:18:11,1015.31,wallet,D0570,IP0109,SUCCESS
T00000226,M0312,C0404,2026-03-28 16:34:00,774.87,UPI,D0157,IP0411,SUCCESS
T00000227,M0203,C0509,2026-01-11 20:38:23,831.88,UPI,D0441,IP0476,SUCCESS
T00000228,M0408,C1315,2026-01-17 15:44:43,2509.87,UPI,D0190,IP0553,SUCCESS
T00000229,M0344,C0820,2026-01-27 20:27:50,26962.3,UPI,D0199,IP0585,SUCCESS
T00000230,M0487,C0647,2026-02-17 09:23:15,586.14,UPI,D0625,IP0037,SUCCESS
T00000231,M0113,C0842,2026-01-04 08:04:58,543.63,netbanking,D0426,IP0635,FAILED
T00000232,M0491,C1279,2026-03-22 12:12:25,2796.65,card,D0544,IP0261,SUCCESS
T00000233,M0380,C1251,2026-03-22 14:50:57,2690.43,netbanking,D0471,IP0007,SUCCESS
T00000234,M0339,C0880,2026-03-01 16:37:24,1722.97,UPI,D0018,IP0657,SUCCESS
T00000235,M0405,C0631,2026-01-28 15:47:52,2083.73,netbanking,D0164,IP0205,SUCCESS
T00000236,M0113,C0972,2026-02-06 15:20:19,609.95,netbanking,D0296,IP0156,SUCCESS
T00000237,M0147,C0697,2026-02-07 15:07:56,1185.85,card,D0489,IP0245,SUCCESS
T00000238,M0085,C1300,2026-02-11 19:01:18,4833.67,card,D0203,IP0022,SUCCESS
T00000239,M0282,C0758,2026-02-28 12:40:33,1887.73,UPI,D0471,IP0567,SUCCESS
T00000240,M0289,C0597,2026-03-05 10:07:17,602.09,UPI,D0110,IP0703,SUCCESS
T00000241,M0464,C1423,2026-03-06 18:36:26,3716.91,UPI,D0546,IP0705,SUCCESS
T00000242,M0249,C0136,2026-03-12 14:07:30,413.39,UPI,D0004,IP0241,SUCCESS
T00000243,M0387,C0357,2026-02-11 19:09:53,2040.31,card,D0540,IP0432,REFUNDED
T00000244,M0229,C0622,2026-03-22 17:12:36,3202.77,card,D0256,IP0327,SUCCESS
T00000245,M0420,C1140,2026-03-19 12:23:23,545.16,card,D0737,IP0231,SUCCESS
T00000246,M0084,C0636,2026-01-12 13:19:20,5920.15,UPI,D0206,IP0645,SUCCESS
T00000247,M0076,C1344,2026-01-04 15:21:04,249.68,wallet,D0158,IP0249,SUCCESS
T00000248,M0185,C0777,2026-02-28 16:37:27,4002.37,card,D0246,IP0696,SUCCESS
T00000249,M0496,C1459,2026-03-16 17:48:02,309.14,wallet,D0029,IP0417,SUCCESS
T00000250,M0297,C0572,2026-01-10 18:10:10,1031.11,card,D0698,IP0148,SUCCESS
T00000251,M0359,C0049,2026-02-10 20:32:20,2464.78,UPI,D0059,IP0493,SUCCESS
T00000252,M0075,C0358,2026-01-24 23:44:10,484.14,card,D0537,IP0342,FAILED
T00000253,M0219,C1220,2026-03-31 13:17:22,326.41,wallet,D0491,IP0309,SUCCESS
T00000254,M0478,C0357,2026-03-01 19:41:30,14493.9,netbanking,D0070,IP0194,SUCCESS
T00000255,M0313,C0563,2026-02-11 16:48:43,5135.79,card,D0572,IP0126,SUCCESS
T00000256,M0039,C0832,2026-03-29 16:02:29,4771.53,UPI,D0540,IP0562,SUCCESS
T00000257,M0440,C0698,2026-03-14 19:15:36,29486.96,card,D0712,IP0500,SUCCESS
T00000258,M0076,C0982,2026-03-26 12:48:34,1519.85,netbanking,D0158,IP0045,SUCCESS
T00000259,M0344,C0779,2026-02-26 20:05:09,8638.42,card,D0199,IP0249,SUCCESS
T00000260,M0113,C0002,2026-01-31 16:55:12,560.36,card,D0403,IP0156,SUCCESS
T00000261,M0446,C0263,2026-03-26 23:54:45,1664.16,wallet,D0236,IP0586,SUCCESS
T00000262,M0487,C1253,2026-02-01 12:30:02,1100.69,card,D0738,IP0541,SUCCESS
T00000263,M0147,C1310,2026-03-12 13:17:00,2521.43,netbanking,D0689,IP0245,SUCCESS
T00000264,M0440,C0255,2026-03-20 23:21:06,11328.54,wallet,D0160,IP0040,SUCCESS
T00000265,M0466,C0871,2026-01-30 07:10:39,3511.43,card,D0466,IP0554,REFUNDED
T00000266,M0405,C0765,2026-03-12 22:18:43,578.51,UPI,D0015,IP0155,SUCCESS
T00000267,M0410,C1079,2026-01-31 13:09:46,1322.87,netbanking,D0547,IP0189,SUCCESS
T00000268,M0380,C0451,2026-02-01 14:29:54,3971.58,UPI,D0450,IP0182,SUCCESS
T00000269,M0050,C0219,2026-02-23 09:49:36,1241.32,wallet,D0387,IP0311,SUCCESS
T00000270,M0205,C0128,2026-03-12 13:05:48,775.81,wallet,D0048,IP0107,SUCCESS
T00000271,M0176,C1464,2026-02-06 18:48:07,1046.31,card,D0097,IP0559,SUCCESS
T00000272,M0135,C0252,2026-02-06 13:16:44,8288.27,card,D0032,IP0289,SUCCESS
T00000273,M0259,C1482,2026-02-24 13:45:02,347.35,UPI,D0684,IP0325,SUCCESS
T00000274,M0150,C0763,2026-03-19 23:53:33,2316.78,netbanking,D0029,IP0657,SUCCESS
T00000275,M0297,C0142,2026-01-22 21:19:36,3617.92,UPI,D0182,IP0425,SUCCESS
T00000276,M0274,C0664,2026-01-27 23:22:45,12454.34,netbanking,D0197,IP0081,SUCCESS
T00000277,M0004,C0302,2026-01-02 14:35:04,2697.55,card,D0354,IP0692,SUCCESS
T00000278,M0101,C1252,2026-02-11 12:54:23,1553.72,card,D0645,IP0563,SUCCESS
T00000279,M0325,C0952,2026-02-01 20:26:28,1484.94,card,D0745,IP0486,SUCCESS
